ID,From,To,"Lower Vert.
Limit (FL)","Upper Vert.
Limit (FL)","Available or Not
(Y/N)",Utilization,"DCT Time
Availability","Operational
Goal",Remarks,"Direction of
Cruising Levels",ATC Unit,"Release
Date"
EG5073,MOSUN,GROVE,MEA,165,Yes,"ONLY AVBL FOR TFC
ARR EGBB
via BCN DCT MOSUN
acft-type Piston, Turboprop",MON..FRI 09:15..16:30 (08:15..15:30) Except PUBLIC HOLIDAYS,"To provide an alternative routing for selected low level EGBB arrivals via MOSUN through military ATC. This service is subject to no-notice withdrawal and traffic may be required to accept a tactical re-route or re-file in such cases.
Times are based overhead MOSUN.  This DCT is not available during Public Holidays.",,,EG**ACC,09 FEB 2023
EG51101,KAWGE,FIFAH,145,155,Yes,"ONLY AVBL FOR TFC
ARR EGBB via FIFAH DCT BCN DCT MOSUN
With RFL not above FL155 in EG",H24,To provide connectivity low level connectivity for EGBB arrivals via military ATC/Western Radar. This service is subject to no-notice withdrawal and traffic may be required to accept a tactical re-route or re-file in such cases.,,,EG**ACC,08 FEB 2023
EG51102,FIFAH,BCN,145,155,Yes,"ONLY AVBL FOR TFC
ARR EGBB via KAWGE DCT FIFAH
With RFL not above FL155 in EG",H24,To provide connectivity low level connectivity for EGBB arrivals via military ATC/Western Radar. This service is subject to no-notice withdrawal and traffic may be required to accept a tactical re-route or re-file in such cases.,,,EG**ACC,08 FEB 2023
EG51103,FONZU,DAWLY,105,245,Yes,"ONLY AVBL FOR TFC
DEP (EICK, EIWF)
Via NORLA and-then crossing EGTTFRAW
With ARR (EGHH, EGHI)",H24,To provide connectivity for EGHH/HI departures in the descent from FRA.  ,,,EG**ACC,08 FEB 2023
LF50082,OMANI,ROA,065,205,Yes,"ONLY AVBL FOR TFC
ARR LFLS
------
COMPULSORY FOR TFC
ARR LFLS VIA MOU",H24,To connect STAR ROA,,ODD,LFMMACC,13 JAN 2023
EG51104,BIBPE,FELCA,105,245,Yes,"ONLY AVBL FOR TFC
DEP (EGGW, EGSS, EGSC, EGKK)
Via EGTTFRAW",H24,To provide connectivity to into FRA for the listed deps if unable to achieve FL245 by FRA departure connecting point BIBPE.,,,EG**ACC,08 FEB 2023
EG51105,BHD,MANIG,105,245,Yes,"NOT AVBL FOR TFC
Except
DEP SEVERN_GROUP via EGTTFRAW",H24,To provide alternative connectivity up into FRA for Severn Group deps unable flight plan to achieve FL245+ at BHD.,,,EG**ACC,08 FEB 2023
LE5283,MAVOS,KORUL,145,245,Yes,"ONLY AVBL FOR TFC
DEP LEAS",H24,To open connectivity options to dep. LEAS ,It is posible to enter/exit FRA climbing/descending across upper boundary of this DCT,,LECMACC,16 JAN 2023
LK5331,ODLIV,OKL,065,165,Yes,"ONLY AVBL FOR TFC
DEP LKJC/HD/LB/VR",H24,Connectivity for Z flights through TMA/CTA1 Praha,,EVEN,LKPRAPP,12 JAN 2023
LF50085,NEKTA,SIJAN,075,195,Yes,"ONLY AVBL FOR TFC
ARR LFMP via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,ODD,LFBBACC,17 JAN 2023
UG5000,ADEKI,LAPTO,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,EVEN,UGGGACC,21 MAR 2023
UG5001,DISKA,TAVRO,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,EVEN,UGGGACC,21 MAR 2023
UG5002,DISKA,TISOT,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,EVEN,UGGGACC,21 MAR 2023
UG5003,ROLIN,BARAD,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,ODD,UGGGACC,21 MAR 2023
UG5004,SARPI,LAPTO,MEA,660,Yes,,H24,"Free Route Airspace Georgia
To enable shorter overflights",FRASC,ODD,UGGGACC,21 MAR 2023
UG5005,TAVRO,DISKA,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,ODD,UGGGACC,21 MAR 2023
UG5006,TISOT,DISKA,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,ODD,UGGGACC,21 MAR 2023
UG5007,TISOT,KUFAN,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,ODD,UGGGACC,21 MAR 2023
UG5014,AGISO,SARPI,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,Even,UGGGACC,21 MAR 2023
UG5015,SARPI,AGISO,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,Odd,UGGGACC,21 MAR 2023
UG5012,INDUR,LURIS,225,660,Yes,,H24,"Free Route Airspace South Caucasus
To enable shorter overflights",FRASC,Odd,"UDDDACC,UGGGACC",21 MAR 2023
UG5013,LURIS,INDUR,225,660,Yes,,H24,"Free Route Airspace South Caucasus
To enable shorter overflights",FRASC,Even,"UDDDACC,UGGGACC",21 MAR 2023
UG5024,ODILI,TAVRO,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,Odd,UGGGACC,21 MAR 2023
UG5025,TAVRO,ODILI,MEA,660,No,,H24,To prevent incorrect routeings.,FRASC,Even,UGGGACC,21 MAR 2023
LF5343,LUVAL,DANAR,265,660,Yes,"ONLY AVBL FOR TFC
DEP PARIS_GROUP Via DANAR DCT DEVDI",22:00..06:00 (23:00..04:00),"Night Time Fuel saving Route
Time limitation refers to time over LUVAL",FRAF,Odd,LFEEACC,25 JAN 2023
EB5022,KOMOB,IBESA,175,660,Yes,"NOT AVBL FOR TFC
BLW FL245 EXC ARR(EDDK, EDGS, EDKB, EDKL, ETNG, ETNN) VIA ARDEN","""NOV/DEC/JAN/FEB
FRI 17:00..MON 07:30
MON..TUE 21:00..07:30
TUE..WED 21:00..07:00
WED..FRI 17:00..07:00
JUN/JUL/AUG
FRI 16:00..MON 06:00
MON..FRI 16:00..06:00
MAR/APR/MAY/SEP/OCT
FRI 17:00 (16:00)..MON 07:00 (06:00)
MON..TUE 23:00..07:00 (22:00..06:00)
TUE..WED 23:00..07:00 (22:00..06:00)
WED..FRI 17:00..07:00 (16:00..06:00)""
",flight efficiency,,,"EBBUACC

",23 JAN 2023
EI5076,BAKUR,BEPAN,075,660,Yes,"NOT AVBL FOR TFC
VIA NICXI",H24,Traffic Orientation in UK Airspace,,,EISNACC,26 JAN 2023
LR5112,IRLOX,ULMIN,105,175,Yes,"ONLY AVBL FOR TFC
DEP LRCT",H24,To facilitate military flight planning from LRCT,,EVEN,LRBBCTA,02 FEB 2023
LR5113,TGM,DOKUD,105,175,Yes,"ONLY AVBL FOR TFC
DEP LRCT",H24,To facilitate military flight planning from LRCT,,ODD,LRBBCTA,02 FEB 2023
LR5114,CLJ,TIDGA,105,175,Yes,"ONLY AVBL FOR TFC
DEP LRCT",H24,To facilitate military flight planning from LRCT,,EVEN,LRBBCTA,02 FEB 2023
LR5115,CLJ,ELROM,105,175,Yes,"ONLY AVBL FOR TFC
DEP LRCT",H24,To facilitate military flight planning from LRCT,,EVEN,LRBBCTA,02 FEB 2023
LR5116,CLJ,LARMU,105,175,Yes,"ONLY AVBL FOR TFC
DEP LRCT",H24,To facilitate military flight planning from LRCT,,EVEN,LRBBCTA,02 FEB 2023
LR5117,CLJ,AKUPO,105,175,Yes,"ONLY AVBL FOR TFC
DEP LRCT",H24,To facilitate military flight planning from LRCT,,ODD,LRBBCTA,02 FEB 2023
LR5118,DOKUD,TGM,105,175,Yes,"ONLY AVBL FOR TFC
ARR LRCT",H24,To facilitate military flight planning to LRCT,,EVEN,LRBBCTA,02 FEB 2023
LR5119,TIDGA  ,CLJ,105,175,Yes,"ONLY AVBL FOR TFC
ARR LRCT",H24,To facilitate military flight planning to LRCT,,ODD,LRBBCTA,02 FEB 2023
LR5120,ATSOS  ,CLJ,105,175,Yes,"ONLY AVBL FOR TFC
ARR LRCT",H24,To facilitate military flight planning to LRCT,,ODD,LRBBCTA,02 FEB 2023
LR5121,LARMU  ,CLJ,105,175,Yes,"ONLY AVBL FOR TFC
ARR LRCT",H24,To facilitate military flight planning to LRCT,,ODD,LRBBCTA,02 FEB 2023
LR5122,AKUPO  ,CLJ,105,175,Yes,"ONLY AVBL FOR TFC
ARR LRCT",H24,To facilitate military flight planning to LRCT,,EVEN,LRBBCTA,02 FEB 2023
EG51106,BEPHE,OSSEP,105,245,Yes,"NOT AVBL FOR TFC
Except
DEP (MANCHESTER_GROUP),  (EGNH, EGNO, EGCN, EGNM, EGNJ)
Via EGTTFRAW",H24,To provide connectivity up into FRA for listed deps unable flight plan to achieve FL245+ at BEPHE.,,,EG**ACC,08 FEB 2023
YX5054,KOK,SUTAL,245,660,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature Proximity Check to an AUA Border.,YX100B,,EDYYUAC,02 FEB 2023
LM5135,SONAK,UPLIT,195,305,Yes,"ONLY AVBL FOR TFC
FLT_TYP M",H24,To facilitate traffic,,,LMMMACC,08 FEB 2023
EG51097,BANBA,KAWGE,MEA,175,Yes,"ONLY AVBL FOR TFC
DEP (EICK, EIWF)
Via KAWGE DCT FIFAH
------
NOT AVBL FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
Except
ARR EGBB via FIFAH DCT BCN DCT MOSUN",H24,"To provide low level connectivity for EICK/EIWF departures unable to route via BANBA N30 ADHAV due to insufficient RNAV equipage, and for low level EGBB arrivals via MOSUN.",,,EG**ACC,14 FEB 2023
EG51040,NUCHU,KENET,125,245,Yes,"ONLY AVBL FOR TFC
Via SILVA
1. acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4)
     With RFL not above FL175 in EG
     ARR EGGW
2. ARR (EGKB, EGLC, EGTO, EGSS, EGSC)
    With RFL not above FL175 in EG
3. ARR (EGMC, EGSU,  EGSX, EGUN, EGUL)",H24,"To provide arrival connectivity for listed traffic from NUCHU.
1. RNAV5 arrivals to EGGW shall file NUCHU DCT CPT.  RNAV1 arrivals above FL175 shall route via SIRIC.
2. RNAV1 arrivals to the listed airfields above FL175 shall route via SIRIC.  RNAV5 shall remain below FL175.",,,EG**ACC,14 FEB 2023
EG51093,KENET,OKSAW,105,245,Yes,"ONLY AVBL FOR TFC
acft-eqpt (D1, D2, D3, D4, O1, O2, O3, O4) 
DEP EGKK
------
NOT AVBL FOR TFC
DEP EGKK 
Via (IMVUR, NOVMA, SAM)",H24,To provide connectivity for EGKK departures off the KENET SID to OKSAW.  ,,,EG**ACC,14 FEB 2023
EP5326,LASGU,PENEX,095,660,Yes,"ONLY AVBL FOR TFC
ARR EPRA",H24,Mandatory feeding route for EPRA arrivals. To deconflict EPRA and EPWA/EPMO traffic flows,,ODD,EPWWACC,11 MAR 2023
EP5327,RUXOM,SKARY,095,660,Yes,"ONLY AVBL FOR TFC
DEP EPRA",H24,Mandatory feeding route for EPRA departures. To deconflict EPRA and EPWA/EPMO traffic flows.,,EVEN,EPWWACC,11 MAR 2023
EP5329,EVINA,RUXOM,095,195,Yes,"ONLY AVBL FOR TFC
DEP EPMO, EPWA AND ARR EPRA",H24,To allow connection between EPRA and EPMO/EPWA,,EVEN,EPWAAPP ,11 MAR 2023
EP5330,RUXOM,HURTE,095,195,Yes,"ONLY AVBL FOR TFC
DEP EPMO, EPWA AND ARR EPRA",H24,To allow connection between EPRA and EPMO/EPWA,,ODD,EPWAAPP ,11 MAR 2023
EP5331,RUXOM,VIDEV,095,195,Yes,"ONLY AVBL FOR TFC
DEP EPRA AND ARR EPLL",H24,To allow connection between EPRA and EPLL,,EVEN,EPWAAPP,11 MAR 2023
EP5332,VIDEV,HURTE,095,195,Yes,"ONLY AVBL FOR TFC
DEP EPLL AND ARR EPRA",H24,To allow connection between EPRA and EPLL,,ODD,EPWAAPP ,11 MAR 2023
EP5333,POLON,UVIVI,095,660,Yes,,H24,To allow connection for EPRA departures in west direction.,,EVEN,EPWWACC,11 MAR 2023
EP5334,RUXOM ,NIVNO,095,195,Yes,"ONLY AVBL FOR TFC
DEP EPRA AND ARR EPLK",H24,To allow connection between EPRA and EPLK,,EVEN,EPWAAPP,11 MAR 2023
EP5335,NIVNO,HURTE,095,195,Yes,"ONLY AVBL FOR TFC
DEP EPLK AND ARR EPRA",H24,To allow connection between EPRA and EPLK,,ODD,EPWAAPP,11 MAR 2023
LF50244,ETPAR,SECHE,055,195,Yes,"ONLY AVBL FOR TFC
DEP LFCD/CH",H24,To facilitate connection with LFBB FIR and LFBB FRA,,ODD,LFBBACC,25 MAR 2023
LF50245,SECHE,ETPAR,055,195,Yes,"ONLY AVBL FOR TFC
ARR LFCD/CH",H24,To facilitate connection with LFBB FIR and LFBB FRA,,EVEN,LFBBACC,25 MAR 2023
LF5200,ETPAR,CNA,055,195,Yes,"ONLY AVBL FOR TFC
DEP LFBC/CD/CH",H24,To facilitate connection with LFBB FIR and LFBB FRA,,,LFBBACC,25 MAR 2023
LF5205,CNA,ETPAR,055,195,Yes,"ONLY AVBL FOR TFC
ARR LFBC/CD/CH",H24,To facilitate connection with LFBB FIR and LFBB FRA,,,LFBBACC,25 MAR 2023
GM5010,TNR,VARAS,MEA / MSA,460,Yes,"TBD
- General conditions apply","MON..FRI 06:00..15:00
MON..FRI 17:00..22:00",Alternative route for CDR,,,GMMMACC,19 FEB 2023
LK5292,BEKVI,VOZ,035,165,Yes,,H24,Connectivity for flights through TMA/CTA1 Praha,,ODD,LKPRAPP,21 FEB 2023
LK5266,BEKVI,OKL,065,165,Yes,"ONLY AVBL FOR TFC
DEP PARDUBICE_GROUP, LKVM",H24,"Connectivity for DEP LKPD/CV/HK/VM

Other traffic shall file
VLM DCT OKL
GOLOP DCT OKL
VLM DCT APRAQ DCT DOBEN
GOLOP DCT VENOX",,EVEN,LKPRAPP,21 FEB 2023
LF50246,DIN,LUVOP,065,195,Yes,"ONLY AVBL FOR TFC
via DIN and-then ARR LFRN",H24,To offer ARR LFRN connectivity for non-RNAV equipped flights.,,EVEN,LFRRACC,25 MAR 2023
LF50247,LACOU,KOLIS,145,195,Yes,"ONLY AVBL FOR TFC
flt-type (M,X) DEP LFBO via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,,LFBBACC,24 FEB 2023
LF50248,KOLIS,SECHE,145,195,Yes,"ONLY AVBL FOR TFC
flt-type(M,X) ARR LFBO via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,,LFBBACC,24 FEB 2023
EP5336,BARGU,IZWEW ,095,225,Yes,,H24,To allow alternative connection during MIL area activity,,,EPWWACC,23 FEB 2023
EP5337,IZWEW,BOKSU ,095,225,Yes,,H24,To allow alternative connection during MIL area activity,,,EPWWACC ,23 FEB 2023
EP5338,BOKSU ,IZWEW ,095,225,Yes,,H24,To allow alternative connection during MIL area activity,,,EPWWACC,23 FEB 2023
EP5339,IZWEW ,ARDUT ,095,225,Yes,,H24,To allow alternative connection during MIL area activity,,,EPWWACC,23 FEB 2023
EP5340,IZWEW ,KULEK ,115,225,Yes,,H24,To allow alternative connection during MIL area activity,,,EPWWACC,23 FEB 2023
LM5136,UPLIT,SONAK,195,305,Yes,"ONLY AVBL FOR TFC
FLT_TYP M",H24,To facilitate traffic,,,LMMMACC,24 FEB 2023
LF50259,LORKU,LELNA,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50260,LELNA,LORKU,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50261,LELNA,ORIST,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50262,ORIST,LELNA,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50297,ORIST,BOLRO,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50298,BOLRO,ORIST,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50299,ORIST,ODREP,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50300,ODREP,ORIST,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50301,BOLRO,ODREP,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50302,ODREP,BOLRO,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50303,ODREP,GARMI,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50304,GARMI,ODREP,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50305,GARMI,KOTEM,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50306,KOTEM,GARMI,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50307,KOTEM,LUGIS,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
LF50308,LUGIS,KOTEM,195,UNL,No,,H24,To block DCT segments along sector boundaries which are not covered by the general IFPS feature 'Proximity Check to an AUA Border'.,,,LFRRACC,25 MAR 2023
EG5147,BOGMI,LEDGO,MEA,175,Yes,,H24,To enable low level connectivity.,,,EG**ACC,08 MAR 2023
EG5149,BOGMI,LIZAD,MEA,245,Yes,,H24,To enable low level connectivity.,,,EG**ACC,08 MAR 2023
EG51054,NUCHU,CPT,075,245,Yes,"COMPULSORY FOR TFC
1. acft-eqpt NOT (D1, D2, D3, D4, O1, O2, O3, O4)
   ARR FARNBOROUGH_GROUP
   Via NUCHU
2. ARR Midlands Group
    With RFL not above FL175 in EG
    Via NUCHU
3. With RFL between FL075-FL175 
    Via NUCHU and-then BIG",H24,"To enforce standard routeings.  
1. RNAV1 arrivals to Farnborough Group shall file via P73.
2. EGBB/BE arrivals shall file NUCHU DCT CPT L9 NORRY Q41 SILVA.  EGNX arrivals shall file NUCHU DCT CPT M183 SILVA M605 DTY.
3. This traffic is unable to route via NUCHU L607 due to the lower limit of L607 between ALHAD and BIG.",,,EG**ACC,08 MAR 2023
LF50081,BUZIK,RESMI,265,660,Yes,"NOT AVBL FOR TFC
1.ARR (LFBI/BL/LC/LN/LO/LV) above FL335
2.ARR LFLD/LX/OA/OQ/QG and above FL275
3. Via (GELTA, ODEBU, PEKIM, TABOV)
4. Via GIMER",H24,"To offer shorter connection
2.To keep traffic out of LFRRACC and LFBBACC, as defined in LFEE/LFRR and LFEE/LFFF LOAs",,ODD,"LFEEACC, LFFFACC",20 APR 2023
LILS5008,LEGLO,PINIK,135,305,Yes,"ONLY AVBL FOR TFC
ARR LSZL",H24,To facilitate traffic to MIL airfields for which no STAR is published in the Civil AIP,,,LI**ACC,05 MAR 2023
LILS5002,LUGAN,LEGLO,135,305,Yes,"ONLY AVBL FOR TFC
DEP LSZL",H24,To facilitate traffic to MIL airfields for which no SID is published in the Civil AIP,,,LI**ACC,05 MAR 2023
LC5064,APLON,PIKOG,165,660,Yes,"ONLY AVBL FOR TFC
WITH RFL ABV FL205",04:30..21:30 (03:30..20:30) ,Phase implementation of NICFRA project (DCT route airspace),"CLASS C airspace
DCT also available within NICFRA applicability hours",ODD,LCCCACC,09 MAR 2023
LF50309,PEPAX,ROMGO,125,305,Yes,"ONLY AVBL FOR TFC
ARR LFPG",23:00..05:00 (22:00..04:00),Night time fuel saving route,"Time limitations refer to ROMGO
FRAF",EVEN,LFFFACC,20 APR 2023
LF5232,ELKUK,ROMGO,125,305,Yes,"ONLY AVBL FOR TFC
ARR LFPG",23:00..05:00 (22:00..04:00),Night time fuel saving route,"Time limitations refer to ROMGO
FRAF",Even,"(LFBBACC, 
LFFFACC)",21 MAR 2023
LF5265,RENSA,ABNUR,315,600,Yes,"ONLY AVBL FOR TFC
via ABNUR T/UT10 ALESO",23:00..05:00 (22:00..04:00),"created COVID19 To offer direct route option only available during low traffic period 
revisionprintemps (kept until nov 2021 check)",,,LFEEACC,30 MAR 2023
LF5267,RENSA,VESAN,315,660,Yes,"ONLY AVBL FOR TFC
via VESAN L/UL613 SOVAT
------
NOT AVBL FOR TFC
ARR EGKB, EGLC, EGMC, EGMD, EGMH, EGSG, EGSX, EGTO, EGKA, EGTR",23:00..05:00 (22:00..04:00),To offer direct route option only available during low traffic period ,,,LFEEACC,30 MAR 2023
LF5296,RENSA,SOSUN,315,660,Yes,"ONLY AVBL FOR TFC
via SOSUN M/UM733 SUBIP
------
NOT AVBL FOR TFC
ARR EGHH, EGHI, EGHL, EGHO, EGHR, EGLF, EGLK, EGTD, EGTF, EGVO",23:00..05:00 (22:00..04:00),To offer direct route option only available during low traffic period ,,,LFEEACC,30 MAR 2023
LF5304,RENSA,KESAX,315,660,Yes,"ONLY AVBL FOR TFC
via KESAX T/UT421 KUNAV 
------
NOT AVBL FOR TFC
ARR EGKA",23:00..05:00 (22:00..04:00),created COVID19 To offer direct route option only available during low traffic period ,,EVEN,LFEEACC,30 MAR 2023
LM5011,TOVMA,DIRKA,075,195,Yes,,H24,Fuel Saving DCT route below Free Route Airspace,,Odd,LMMMACC,11 MAR 2023
LM5041,DIRKA,TOVMA,075,195,Yes,,H24,Fuel Saving DCT route below Free Route Airspace,,Even,LMMMACC,11 MAR 2023
LC5026,VESAR,EMEDA,035,660,Yes,"NOT AVBL FOR TFC
except with RFL above 205",04:30..21:30 (03:30..20:30) ,"Segregation of traffic from inbound LCLK,OLBA ","CLASS C airspace
DCT also available within NICFRA applicability hours",ODD,LCCCACC,11 MAR 2023
LC5054,EMEDA,STEPA,035,660,Yes,"NOT AVBL FOR TFC
except with RFL above 205",04:30..21:30 (03:30..20:30),Phase implementation of NICFRA project (DCT route airspace),CLASS C airspace,EVEN,LCCCACC,11 MAR 2023
LC5092,VESAR,KRASI,035,660,Yes,"NOT AVBL FOR TFC
except with RFL above 205",04:30..21:30 (03:30..20:30) ,Phase implementation of NICFRA project (DCT route airspace),CLASS C airspace,ODD,LCCCACC,11 MAR 2023
LC5102,DESPO,ANANE,035,660,Yes,"NOT AVBL FOR TFC
except with RFL above 205",04:30..21:30 (03:30..20:30) ,Phase implementation of NICFRA project (DCT route airspace),,,LCCCACC,11 MAR 2023
LC5050,ANANE,DESPO,035,660,Yes,"NOT AVBL FOR TFC
except with RFL above 205",04:30..21:30 (03:30..20:30) ,Phase implementation of NICFRA project (DCT route airspace),CLASS C airspace,ODD,LCCCACC,11 MAR 2023
LC5087,ANANE,PIKOG,035,660,Yes,"NOT AVBL FOR TFC
except with RFL above 205",04:30..21:30 (03:30..20:30) ,Phase implementation of NICFRA project (DCT route airspace),CLASS C airspace,ODD,LCCCACC,11 MAR 2023
LZ5165,RAZEC ,PODAN,MEA,660,Yes,"ONLY AVBL FOR TFC
via LZBBFIR",When LZTRA9A is not active,LZKZ flight planning options to EPWW,,ODD,LZBBACC,13 MAR 2023
LZ5166,PODAN,RAZEC,MEA,660,Yes,"ONLY AVBL FOR TFC
via LZBBFIR",When LZTRA9A is not active,LZKZ flight planning options from EPWW,,EVEN,LZBBACC,13 MAR 2023
EG50682,SILVA,BOMBO,MEA,105,Yes,"ONLY AVBL FOR TFC
ARR (EGMC, EGSC, EGSH, EGSG, EGSU, EGTO)",H24,"Structural -  FOR LOW LEVEL TRAFFIC AND DESTINATIONS WITHOUT A STAR CONNECTING TO BOMBO FROM SILVA (EGMC, EGSC, EGSH, EGSG, EGSU, EGTO )",,,EG**ACC,15 MAR 2023
LC5109,EMEDA,VESAR,MEA/MSA,205,Yes,"NOT AVBL FOR TFC
EXC WITH RFL ABV FL205",21:30..04:30 (20:30..03:30),TO FACILITATE CONNECTIVITY,,,LCCCACC,15 MAR 2023
LSED5021,NUNRI,RAVED,MEA,195,Yes,"ONLY AVBL FOR TFC
ARR EDTM",H24,To provide connection for traffic ARR EDTM via RAVED,,Even,"(LSAZACC,
EDMMACC)",20 MAR 2023
LM5137,DOBIX,TOVMA,075,195,Yes,,H24,Fuel Saving DCT route below Free Route Airspace,,,LMMMACC,17 MAR 2023
LM5138,TOVMA,DOBIX,075,195,Yes,,H24,Fuel Saving DCT route below Free Route Airspace,,,LMMMACC,17 MAR 2023
EG5317,DILAX,KENET,MEA,195,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGTK
1.  Via CPT/DET/DVR/GWC/MID/SAM with RFL below FL195 in EGTTFIR except ARR EGTO
2.  ARR FARNBOROUGH_GROUP",H24,"To ensure traffic follows correct standard departure route
1. Above FL195 traffic shall file IXURA DCT NANUM DCT BUGUP DCT EVSEM",,,EG**ACC,17 MAR 2023
EG50173,EVSEM,CPT,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGTK
With RFL above FL195 in EGTTFIR/UIR
Via CPT/DET/DVR/GWC/KENET/MID/SAM /XIDIL",H24,traffic shall file IXURA DCT NANUM DCT BUGUP DCT EVSEM DCT CPT,,,EG**ACC,17 MAR 2023
EG5318,KENET,MID,MEA,195,Yes,"COMPULSORY FOR TFC
DEP EGTK
Via MID
With RFL below FL195 in EGTTFIR",H24,To ensure traffic follows correct departure route of BUGUP-DILAX-KENET-MID. Above FL195 traffic shall file IXURA DCT NANUM DCT BUGUP DCT EVSEM,,,EG**ACC,17 MAR 2023
EG5319,KENET,VAPID,MEA,195,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGTK
Via GWC
With RFL below FL195 in EGTTFIR",H24,To ensure traffic follows correct departure route of BUGUP-DILAX-KENET-VAPID. Above FL195 traffic shall file IXURA DCT NANUM DCT BUGUP DCT EVSEM,,,EG**ACC,17 MAR 2023
EG50178,IXURA,NANUM,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGTK
Via
1. CPT/DET/DVR/GWC/KENET/LELNA/MID/SAM with RFL above FL195 in EGTTFIR/UIR/LFFFCTA
2. EGTT18SFD with RFL above FL195 in EGTTFIR/UIR/LFFFCTA
3. EGTT15DVR with RFL above FL195 in EGTTFIR/UIR",H24,To ensure traffic follows standard route,,,EG**ACC,17 MAR 2023
EG5362,IXURA,DTY,MEA,660,Yes,"ONLY AVBL AND COMPULSORY FOR TFC
DEP EGTK
Via DTY",H24,To ensure EGTK departure track routes away from parachute drop area,,,EG**ACC,17 MAR 2023
LF50046,UVELI,SAU,MEA,195,Yes,"ONLY AVBL FOR TFC
ARR LFBC/BM via LFBBUBDX",H24,To facilitate connection with LFBB FRA,,ODD,LFBBACC,25 MAR 2023
LF50047,SAU,UVELI,145,195,Yes,"ONLY AVBL FOR TFC
DEP LFBD/BM via LFBBUBDX",H24,To facilitate connection between with LFBB FRA,,,LFBBACC,25 MAR 2023
LF50025,LAVRA,NARAK,MEA,195,Yes,,H24,To facilitate connection with LFBB FRA,,Odd,LFBBACC,25 MAR 2023
LI5221,TIVUK ,DOPEL,305,UNL,Yes,,H24,TO FACILITATE CROSSBORDER,,,LIRRACC,20 MAR 2023
