ID,AIP RSA ID,CACD RSA ID,"Traffic Flow Rule applied
during times and within vertical limits allocated at EAUP/EUUP","Affected ATS
route/s DCT/s",Categorisation,"Operational
Goal",Remarks,NAS/FAB,"Release
Date",Group ID,"Group
Description"
EGD008AR,EGD008A,EGD008A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (PLYMOUTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD008BR,EGD008B,EGD008B,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (PLYMOUTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD008CR,EGD008C,EGD008C,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (PLYMOUTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD009AR,EGD009A,EGD009A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (WEMBURY),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD012R,EGD012,EGD012,NOT AVBL FOR TFC,N40/L620/N17/N862,S,Traffic is not allowed to flight plan across active military area (LYME BAY NORTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD013R,EGD013,EGD013,NOT AVBL FOR TFC,N40/L149/N862,S,Traffic is not allowed to flight plan across active military area (LYME BAY),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD113AR,EGD113A,EGD113A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (CASTLEMARTIN),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD113BR,EGD113B,EGD113B,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (CASTLEMARTIN),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD115AR,EGD115A,EGD115A,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (MANORBIER),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD115BR,EGD115B,EGD115B,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (MANORBIER),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD201DR,EGD201D,EGD201D,NOT AVBL FOR TFC,L18,S,Traffic is not allowed to flight plan across active military area (ABERPORTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD201FR,EGD201F,EGD201F,NOT AVBL FOR TFC,M17/Q63,S,Traffic is not allowed to flight plan across active military area (ABERPORTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD201HR,EGD201H,EGD201H,NOT AVBL FOR TFC,L18,S,Traffic is not allowed to flight plan across active military area (ABERPORTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGD201JR,EGD201J,EGD201J,NOT AVBL FOR TFC,L18,S,Traffic is not allowed to flight plan across active military area (ABERPORTH),,EG,09 FEB 2023,N/A Or Empty,N/A Or Empty
EGMTNWNLR,MTA NORTH WALES (NWMTA - NORTH LOW),EGMTNWNL,NOT AVBL FOR TFC,Y124/UY124,S,Traffic is not allowed to flight plan across active military area (NORTH WALES MTA).,,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGMTNWNUR,MTA NORTH WALES (NWMTA - NORTH HIGH),EGMTNWNU,NOT AVBL FOR TFC,UY124,S,Traffic is not allowed to flight plan across active military area (NORTH WALES MTA).,,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGMTNWSLR,MTA NORTH WALES (NWMTA - SOUTH LOW),EGMTNWSL,NOT AVBL FOR TFC,L18,S,Traffic is not allowed to flight plan across active military area (NORTH WALES MTA).,,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGMTNWSUR,MTA NORTH WALES (NWMTA - SOUTH HIGH),EGMTNWSU,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (NORTH WALES MTA).,,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ4R,EGNPZ4,EGNPZ4,"NOT AVBL FOR TFC
Via (KARNO, MIDJO) 
except 
1. Via OXCUD and then ZIPWE
2. Via ZESPE and then PACSE
3. Via OGTAW DCT ATHAS
    a. DEP (EGCN, EGNJ, EGNM) 
    b. ARR BRIZE_GROUP, EGBP
4. Via MORAG DCT MIDJO DCT (DIBAL, LAMSO)
5. Within the activated vertical limits of EGD013Z1/EGD013Z5 
    Via ZESPE DCT DAWLY and-then 
     a.  via (ANNET, SALCO, MANIG)
     b. ARR JERSEY_GROUP",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ5R,EGNPZ5,EGNPZ5,"NOT AVBL FOR TFC
1. Via (AVTIC, ALHUP) 
except 
a. Via ABWIV and then ZIPWE
b. Via PACSE and then JOZMA
c. Via SIDHO and then  DAWLY
c. PACSE and then WIGGU
d. DEP BRIZE_GROUP via (EGBJ, EGBP, EGVN, EGVA) DCT KISWO 
e. Within the activated vertical limits of EGD013Z1/EGD013Z5
    Via PACSE DCT DAWLY and-then 
     i.  via (ANNET, SALCO, MANIG)
     ii. ARR JERSEY_GROUP
2. Via BHD
    Except 
    a. Via (ZESPE, PACSE) DCT DAWLY within the activated vertical limits of EGD013Z1/EGD013Z5
    b. DEP EGHH via GIBSO DCT DAWLY and-then point:SALCO
3. Via DAWLY
    Except
    a. Via DAWLY DCT KLAKI
    b. Via DAWLY and-then (OTMET, GIBSO)
   c. GIBSO and-then DAWLY
   d. Via (ZESPE, PACSE) DCT DAWLY within the activated vertical limits of EGD013Z1/EGD013Z5",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ7R,EGNPZ7,EGNPZ7,"NOT AVBL FOR TFC
Via (NOZHU, TOJAQ)
except via
1. (TOJAQ, SHIRI) DCT UNFIT
2. SIDDI DCT TOJAQ",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ8R,EGNPZ8,EGNPZ8,"NOT AVBL FOR TFC
Via (BIBPE, OKSAW) 
except 
1. Via MEDOG and then (LANON, LIPGO, VATRY)
2. Via (LANPI, PEMOB) and then VATRY
3. Via OKSAW DCT TEWXI",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ9R,EGNPZ9,EGNPZ9,"NOT AVBL FOR TFC
1. Via BIBPE 
    Except via FOXLA DCT NICXI 
2. DEP EGBB via LUXTO",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ12R,EGNPZ12,EGNPZ12,"NOT AVBL FOR TFC
Via (DIQSE, AVZAC, RUHUN, EVRIN) 
Except
1. Via AVZAC and then INFEC and then OGLUN and then SIRIC
2. Via RUHUN and then YORQI and then CAWZE and then SIRIC
3. ARR (EGVA, EGVN, EGTK, EGBP) 
     a. Via PEWBI DCT INFEC DCT ICOSA DCT RUHUN L607 HAWFA DCT CONKO DCT
     b. Via UNFIT DCT INFEC DCT ICOSA DCT RUHUN L607 HAWFA DCT CONKO DCT",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ13R,EGNPZ13,EGNPZ13,"NOT AVBL FOR TFC
Via (EVRIN, INFEC, OGLUN, CAWZE) 
except via 
1. (PEWBI, UNFIT) and then INFEC
2. KISWO DCT INFEC DCT (PEWBI, UNFIT)
3. ZIPWE and then INFEC DCT (PEWBI, UNFIT)
4. UPCAB DCT OVFOX DCT EVRIN",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
EGNPZ3R,EGNPZ3,EGNPZ3,"NOT AVBL FOR TFC
Via (KARNO, MIDJO) 
except ARR BRIZE_GROUP, EGBP",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,08 FEB 2023,N/A Or Empty,N/A Or Empty
LFT22BZR,LFTRA22BZ,LFT22BZ,NOT AVBL FOR TFC,"All ATS routes, All DCTs (as allowed by RAD Annex3B)",S,Traffic is not allowed to flight plan across active military area,,LF,20 APR 2023,N/A Or Empty,N/A Or Empty
EFTSAM59ZS,EFTSAM59Z,EFTSAM59Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,18 FEB 2023,N/A Or Empty,N/A Or Empty
EFTSAJ37ZR,EFTSAJ37Z,EFTSAJ37Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,18 FEB 2023,N/A Or Empty,N/A Or Empty
EFTSAJ38ZR,EFTSAJ38Z,EFTSAJ38Z,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to flight plan across active military area,,EF,18 FEB 2023,N/A Or Empty,N/A Or Empty
LIR26R,LIR26,LIR26,"NOT AVBL FOR TFC
MON-FRI 0500-2200 
SAT 0500-1300
HOL excluded",FL240/FL370,S,AMA - Activated via AUP/UUP,,LI,17 FEB 2023,N/A Or Empty,N/A Or Empty
LFR169BZR,LFR169BZ,LFR169BZ,"NOT AVBL FOR TFC
except via BADAM",All DCTs (as allowed by RAD Annex3B or LFFRASW FRA),S,Traffic is not allowed to flight plan accross active defence area,,LF,24 FEB 2023,N/A Or Empty,N/A Or Empty
LFR45S2R,LFR45S2,LFR45S2,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to fill a flight plan across active defence area. ,,LF,08 MAR 2023,N/A Or Empty,N/A Or Empty
LFR45S3R,LFR45S3,LFR45S3,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to fill a flight plan across active defence area. ,,LF,08 MAR 2023,N/A Or Empty,N/A Or Empty
LFR45S4R,LFR45S4,LFR45S4,NOT AVBL FOR TFC,All ATS routes / DCTs,S,Traffic is not allowed to fill a flight plan across active defence area. ,,LF,08 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA4AR,LZTRA4A,LZTRA4A,NOT AVBL FOR TFC,"L856
All DCTs crossing this area
",S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA4BR,LZTRA4B,LZTRA4B,NOT AVBL FOR TFC,"L856
All DCTs crossing this area
",S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA5R,LZTRA5,LZTRA5,NOT AVBL FOR TFC,"P27
All DCTs crossing this area",S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA6AR,LZTRA6A,LZTRA6A,NOT AVBL FOR TFC,All DCTs crossing this area,S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA6BR,LZTRA6B,LZTRA6B,NOT AVBL FOR TFC,All DCTs crossing this area,S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA7R,LZTRA7,LZTRA7,NOT AVBL FOR TFC,"P27
All DCTs crossing this area",S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA7YR,LZTRA7Y,LZTRA7Y,NOT AVBL FOR TFC,All DCTs  crossing this area,S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA9WR,LZTRA9W,LZTRA9W,NOT AVBL FOR TFC,All ATS routes / DCTs crossing this area,S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
LZTRA9AR,LZTRA9A,LZTRA9A,NOT AVBL FOR TFC,All ATS routes / DCTs crossing this area,S,No traffic allowed in military areas when active,,LZ,13 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3AR,EPTS3A,EPTS3A,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3BR,EPTS3B,EPTS3B,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3CR,EPTS3C,EPTS3C,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3DR,EPTS3D,EPTS3D,"NOT AVBL FOR TFC
Except
1. DEP EPLB via VADOL/ARGIX/LIBGA
2. ARR EPLB via VENES/GAVDU/OGVET
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPLB via VADOL/ARGIX/LIBGA and then crossing EPTS3D
2. Crossing EPTS3D and then ARR EPLB via VENES/GAVDU/OGVET",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3ER,EPTS3E,EPTS3E,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB
------
NOT AVAILABLE FOR TRAFFIC
ARR/DEP EPLB via ROLKA/USTIL",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3AZR,EPTS3AZ,EPTS3AZ,"NOT AVBL FOR TFC
NOT AVAILABLE FOR TRAFFIC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3BZR,EPTS3BZ,EPTS3BZ,"NOT AVBL FOR TFC
Except
1. DEP EPLB via ARGIX/LIBGA
2. ARR EPLB  via GAVDU/OGVET
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPLB via ARGIX/LIBGA and then crossing EPTS3BZ
2. Crossing EPTS3BZ and then ARR EPLB via GAVDU/OGVET",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3CZR,EPTS3CZ,EPTS3CZ,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3DZR,EPTS3DZ,EPTS3DZ,"NOT AVBL FOR TFC
Except
1. DEP EPLB via VADOL/ARGIX/LIBGA
2. ARR EPLB via VENES/GAVDU/OGVET
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPLB via VADOL/ARGIX/LIBGA and then crossing EPTS3DZ
2. Crossing EPTS3DZ and then ARR EPLB via VENES/GAVDU/OGVET",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3EZR,EPTS3EZ,EPTS3EZ,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB
------
NOT AVAILABLE FOR TRAFFIC
ARR/DEP EPLB via ROLKA/USTIL",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3FR,EPTS3F,EPTS3F,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3GR,EPTS3G,EPTS3G,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,"Traffic is not allowed to flight plan across active area
",,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3FZR,EPTS3FZ,EPTS3FZ,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS3GZR,EPTS3GZ,EPTS3GZ,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6CZR,EPTS6CZ,EPTS6CZ,"NOT AVBL FOR TFC
Except
1. DEP EPKT/EPKK via KURON/NAVUR
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPKT/EPKK via KURON/NAVUR and then crossing EPTS6CZ",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS1AR,EPTS1A,EPTS1A,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS1BR,EPTS1B,EPTS1B,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS1CR,EPTS1C,EPTS1C,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2AR,EPTS2A,EPTS2A,"NOT AVBL FOR TFC
Except
1. DEP EPSY via NIVON/LUSUL
2. ARR EPSY via IBINO/ARDUT
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPSY via NIVON/LUSUL and then crossing EPTS2A
2. Crossing EPTS2A and then ARR EPSY via ARDUT",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2BR,EPTS2B,EPTS2B,"NOT AVBL FOR TFC
Except
1. DEP EPSY via NIVON/LUSUL
2. ARR EPSY via IBINO/ARDUT
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPSY via NIVON/LUSUL and then crossing EPTS2B
2. Crossing EPTS2B and then ARR EPSY via IBINO/ARDUT",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2CR,EPTS2C,EPTS2C,"NOT AVBL FOR TFC
Except
1. DEP EPSY via NIVON/LUSUL
2. ARR EPSY via IBINO/ARDUT
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPSY via NIVON/LUSUL and then crossing EPTS2C
2. Crossing EPTS2C and then ARR EPSY via IBINO/ARDUT",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2DR,EPTS2D,EPTS2D,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2ER,EPTS2E,EPTS2E,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,"Traffic is not allowed to flight plan across active area
",,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2FR,EPTS2F,EPTS2F,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS5FR,EPTS5F,EPTS5F,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS5GR,EPTS5G,EPTS5G,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6AR,EPTS6A,EPTS6A,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6BR,EPTS6B,EPTS6B,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6CR,EPTS6C,EPTS6C,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6DR,EPTS6D,EPTS6D,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6ER,EPTS6E,EPTS6E,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6FR,EPTS6F,EPTS6F,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7BR,EPTS7B,EPTS7B,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7CR,EPTS7C,EPTS7C,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7ER,EPTS7E,EPTS7E,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS1AZR,EPTS1AZ,EPTS1AZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS1BZR,EPTS1BZ,EPTS1BZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS1CZR,EPTS1CZ,EPTS1CZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2AZR,EPTS2AZ,EPTS2AZ,"NOT AVBL FOR TFC
Except
1. DEP EPSY via NIVON/ LUSUL
2. ARR EPSY via IBINO/ARDUT
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPSY via NIVON/LUSUL and then crossing EPTS2AZ
2. Crossing EPTS2AZ and then ARR EPSY via  ARDUT",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2BZR,EPTS2BZ,EPTS2BZ,"NOT AVBL FOR TFC
Except
1. DEP EPSY via NIVON/ LUSUL
2. ARR EPSY via IBINO/ARDUT
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPSY via NIVON/ LUSUL and then crossing EPTS2BZ
2. Crossing EPTS2BZ and then ARR EPSY via IBINO/ARDUT",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2CZR,EPTS2CZ,EPTS2CZ,"NOT AVBL FOR TFC
Except
1. DEP EPSY via NIVON/LUSUL
2. ARR EPSY via IBINO/ARDUT
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPSY via NIVON/LUSUL and then crossing EPTS2CZ
2. Crossing EPTS2CZ and then ARR EPSY via IBINO/ARDUT",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2DZR,EPTS2DZ,EPTS2DZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2EZR,EPTS2EZ,EPTS2EZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS2FZR,EPTS2FZ,EPTS2FZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS5FZR,EPTS5FZ,EPTS5FZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS5GZR,EPTS5GZ,EPTS5GZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6AZR,EPTS6AZ,EPTS6AZ,"NOT AVBL FOR TFC
Except
1. DEP EPKT/EPKK via SUDOL
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPKT/EPKK via SUDOL and then crossing EPTS6AZ",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6BZR,EPTS6BZ,EPTS6BZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6DZR,EPTS6DZ,EPTS6DZ,"NOT AVBL FOR TFC
Except
1. DEP EPKT/EPKK via NAVUR
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPKT/EPKK via NAVUR and then crossing EPTS6DZ",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6EZR,EPTS6EZ,EPTS6EZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS6FZR,EPTS6FZ,EPTS6FZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7BZR,EPTS7BZ,EPTS7BZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7CZR,EPTS7CZ,EPTS7CZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7EZR,EPTS7EZ,EPTS7EZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
