ID,AIP RSA ID,CACD RSA ID,"Traffic Flow Rule applied
during times and within vertical limits allocated at EAUP/EUUP","Affected ATS
route/s DCT/s",Categorisation,"Operational
Goal",Remarks,NAS/FAB,"Release
Date",Group ID,"Group
Description"
EPTS7AR,EPTS7A,EPTS7A,"NOT AVBL FOR TFC
Except
ARR EPWR via VAGNI with RFL between FL245 and FL660",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7DR,EPTS7D,EPTS7D,"NOT AVBL FOR TFC
Except
ARR EPWR via VAGNI with RFL between FL245 and FL660",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7AZR,EPTS7AZ,EPTS7AZ,"NOT AVBL FOR TFC
Except
ARR EPWR via VAGNI with RFL between FL245 and FL660",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTS7DZR,EPTS7DZ,EPTS7DZ,"NOT AVBL FOR TFC
Except
ARR EPWR via VAGNI with RFL between FL245 and FL660",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4BR,EPTR4B,EPTR4B,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4BZR,EPTR4BZ,EPTR4BZ,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4CR,EPTR4C,EPTR4C,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4CZR,EPTR4CZ,EPTR4CZ,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4DR,EPTR4D,EPTR4D,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4DZR,EPTR4DZ,EPTR4DZ,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4ER,EPTR4E,EPTR4E,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4EZR,EPTR4EZ,EPTR4EZ,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4FR,EPTR4F,EPTR4F,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4FZR,EPTR4FZ,EPTR4FZ,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4GR,EPTR4G,EPTR4G,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4GZR,EPTR4GZ,EPTR4GZ,"NOT AVBL FOR TFC
Except
1. ARR EPLB
2. DEP EPLB",All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4HR,EPTR4H,EPTR4H,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR4HZR,EPTR4HZ,EPTR4HZ,NOT AVBL FOR TFC,All ATS route/s/ DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5DR,EPTR5D,EPTR5D,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5ER,EPTR5E,EPTR5E,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5FR,EPTR5F,EPTR5F,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5DZR,EPTR5DZ,EPTR5DZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5FZR,EPTR5FZ,EPTR5FZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR8R,EPTR8,EPTR8,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR9R,EPTR9,EPTR9,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR1AR,EPTR1A,EPTR1A,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR1BR,EPTR1B,EPTR1B,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR3AR,EPTR3A,EPTR3A,"NOT AVBL FOR TFC
Except
1. DEP EPKK/EPKT via TUSIN
2. ARR EPKK/EPKT via NETIR",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR3BR,EPTR3B,EPTR3B,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5AR,EPTR5A,EPTR5A,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5BR,EPTR5B,EPTR5B,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5CR,EPTR5C,EPTR5C,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR7R,EPTR7,EPTR7,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR1AZR,EPTR1AZ,EPTR1AZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR1BZR,EPTR1BZ,EPTR1BZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR3BZR,EPTR3BZ,EPTR3BZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5BZR,EPTR5BZ,EPTR5BZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR8ZR,EPTR8Z,EPTR8Z,"NOT AVBL FOR TFC
Except DEP EPKT via TUSIN
------
NOT AVAILABLE FOR TRAFFIC
1. DEP EPKT via TUSIN and then crossing EPTR8Z",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR9ZR,EPTR9Z,EPTR9Z,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR3AZR,EPTR3AZ,EPTR3AZ,"NOT AVBL FOR TFC
Except
1. DEP EPKK/EPKT via TUSIN
2. ARR EPKK/EPKT via NETIR
3. ARR EPKK/EPKT via PADKA",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5EZR,EPTR5EZ,EPTR5EZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTR5AZR,EPTR5AZ,EPTR5AZ,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTF9R,EPTF9,EPTF9,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
EPTF1R,EPTF1,EPTF1,NOT AVBL FOR TFC,All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,17 MAR 2023,N/A Or Empty,N/A Or Empty
LZNPZ5R,LZNPZ5,LZNPZ5,"NOT AVBL FOR TFC
1. via bidi: LHCCNORTH and then via LZBBEAST
2. via LZNPZ8 
 
AIRAC MAY-OCTOBER
08:00..18:00 (07:00..17:00)",All DCTs crossing this area,S,"Zone within FRA preventing inappropriate flight planning close to FIR border.
",,LZ,21 MAR 2023,N/A Or Empty,N/A Or Empty
LZNPZ7R,LZNPZ7,LZNPZ7,"NOT AVBL FOR TFC
1. via border EP-LZ and then via LHCCEAST
2. via LHCCEAST and then via border LZ-EP
3. via LZNPZ8
4. via LZNPZ6

AIRAC MAY-OCTOBER
08:00..18:00 (07:00..17:00)",All DCTs crossing this area,S,Zone within FRA preventing inappropriate flight planning close to FIR border.,,LZ,21 MAR 2023,N/A Or Empty,N/A Or Empty
EGMTNWSUZR,MTA NORTH WALES (NWMTA - SOUTH HIGH) FBZ,EGMTNWSUZ,"NOT AVBL FOR TFC
Except via
1.  ACCOP and-then (MOCQO, PEPZE)
2. MEDOG DCT FOXLA DCT NICXI
3. MEDOG DCT KRAGY
4. MEDOG DCT PEMOB",,S,"Traffic is not allowed to flight plan across active military area (NORTH WALES MTA) and associated buffer zone, except routeing northbound along/above the track of P16 between ACCOP and MOCQO/PEPZE, or via MEDOG then FOXLA/PEMOB.",,EG,23 MAR 2023,N/A Or Empty,N/A Or Empty
EGMTNWSLZR,MTA NORTH WALES (NWMTA - SOUTH LOW),EGMTNWSLZ,"NOT AVBL FOR TFC
Except via
1.  ACCOP and-then (MOCQO, PEPZE)
2. MEDOG DCT FOXLA DCT NICXI
3. MEDOG DCT KRAGY
4. MEDOG DCT PEMOB",L18,S,"Traffic is not allowed to flight plan across active military area (NORTH WALES MTA) and associated buffer zone, except routeing northbound along/above the track of P16 between ACCOP and MOCQO/PEPZE, or via MEDOG then FOXLA/PEMOB.",,EG,23 MAR 2023,N/A Or Empty,N/A Or Empty
EGMTNWNUZR,MTA NORTH WALES (NWMTA - NORTH HIGH) FBZ,EGMTNWNUZ,"NOT AVBL FOR TFC
Except via
ACCOP and-then (MOCQO, PEPZE)",UY124,S,"Traffic is not allowed to flight plan across active military area (NORTH WALES MTA) and associated buffer zone, except routeing northbound along/above the track of P16 between ACCOP and MOCQO/PEPZE.",,EG,23 MAR 2023,N/A Or Empty,N/A Or Empty
EGMTNWNLZR,MTA NORTH WALES (NWMTA - NORTH LOW) FBZ,EGMTNWNLZ,"NOT AVBL FOR TFC
Except via
ACCOP and-then (MOCQO, PEPZE)",Y124/UY124,S,"Traffic is not allowed to flight plan across active military area (NORTH WALES MTA) and associated buffer zone, except routeing northbound along/above the track of P16 between ACCOP and MOCQO/PEPZE.",,EG,23 MAR 2023,N/A Or Empty,N/A Or Empty
EGNPZ10R,EGNPZ10,EGNPZ10,"NOT AVBL FOR TFC
1. Via (BIBPE, OKSAW) 
    except 
    a. DEP (EGGW, EGSS, EGSC)
        Via TIGWE and then ZIPWE and then INFEC DCT (PEWBI, UNFIT)
    b. Via FELCA and then FADZU DCT BANBA
2. Via SAWPE
     Except via
     OZZIL and then ARPAK
3. Via ADHAV",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,23 MAR 2023,N/A Or Empty,N/A Or Empty
EGNPZ6R,EGNPZ6,EGNPZ6,"NOT AVBL FOR TFC
1. Via (NOZHU, FIMCA, EPACE, ACCOP, MOCQO, PEPZE)
except 
   a. ARR EGBB via FIGZI
   b. ARR BRIZE GROUP, EGBP
   c. DEP EGHQ via EPACE DCT CARWI and-then AVTIC
   d. ARR EGGD VIA TOJAQ
2. DEP SEVERN_GROUP via EXMOR  
   except via DAWLY DCT JOZMA
3. Via BHD
    Except via TACQI DCT FONZU DCT DAWLY
4. Via DAWLY
    Except 
   a. Via (FONZU, SIDDI) DCT DAWLY
   b. DAWLY DCT JOZMA
   c. DEP (EGHH, EGHI) via  DAWLY DCT FONZU",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,21 APR 2023,N/A Or Empty,N/A Or Empty
LZNPZ10R,LZNPZ10,LZNPZ10,"NOT AVBL FOR TFC
except via ETIPA

AIRAC MAY-OCTOBER
08:00..18:00 (07:00..17:00)",All DCTs crossing this area,S,Zone preventing inappropriate flight planning close to FIR border or sector border.,,LZ,24 APR 2023,N/A Or Empty,N/A Or Empty
LZNPZ9R,LZNPZ9,LZNPZ9,"NOT AVBL FOR TFC
AIRAC MAY-OCTOBER
08:00..18:00 (07:00..17:00)",All DCTs crossing this area,S,Zone preventing inappropriate flight planning close to FIR border or sector border.,,LZ,24 APR 2023,N/A Or Empty,N/A Or Empty
EGD201HZ5R,EGD201HZ5,EGD201HZ5,"NOT AVBL FOR TFC
Except via (NICXI) and-then VATRY",L18,S,"Traffic is not allowed to flight plan across active military area (ABERPORTH) and associated 5nm buffer zone, with the exception of traffic via the listed waypoint.",,EG,27 APR 2023,N/A Or Empty,N/A Or Empty
EPTR5CZR,EPTR5CZ,EPTR5CZ,"NOT AVBL FOR TFC
EXC DEP EPRA VIA (BAMSO, OLILA, VENES)
------
NOT AVAILABLE FOR TRAFFIC
DEP EPRA VIA (BAMSO, OLILA, VENES) AND THEN XNG EPTR5CZ",All ATS route/s / DCT/s,S,Traffic is not allowed to flight plan across active area,,EP,27 APR 2023,N/A Or Empty,N/A Or Empty
LERETR,LERETR,LERET,NOT AVBL FOR TFC,all ATS route/s/DCT/s,S,"To prevent flight planning through active area
 
",,LE,28 APR 2023,N/A Or Empty,N/A Or Empty
LERETNOR,LERETNOR,LERETNO,NOT AVBL FOR TFC,all ATS route/s/DCT/s,S,"To prevent flight planning through active area
 
",,LE,28 APR 2023,N/A Or Empty,N/A Or Empty
LERETS,LERETS,LERET,"NOT AVBL FOR TFC
EXC
1. ARR GMTT
2. DEP GMTT",all ATS route/s/DCT/s,S,TO PREVENT FLIGHT PLANNING THROUGH ACTIVE AREA,,LE,28 APR 2023,N/A Or Empty,N/A Or Empty
LERETNOS,LERETNOS,LERETNO,"NOT AVBL FOR TFC
EXC
1. ARR GMTT
2. DEP GMTT","all ATS route/s/DCT/s
",S,TO PREVENT FLIGHT PLANNING THROUGH ACTIVE AREA,,LE,28 APR 2023,N/A Or Empty,N/A Or Empty
LKNPZ2R,LKNPZ2,LKNPZ2,"NOT AVBL FOR TFC
EXC VIA UTEVO",,S,To prevent sector clipping,,LK,09 MAY 2023,N/A Or Empty,N/A Or Empty
LKTRA15ZR,LKTRA15Z,LKTRA15Z,"NOT AVBL FOR TFC
EXC
1. DEP LKCS VIA TABEM DCT BODAL
2. ARR LKCS VIA BODAL DCT TABEM",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,17 MAY 2023,N/A Or Empty,N/A Or Empty
LKTRA16ZR,LKTRA16Z,LKTRA16Z,"NOT AVBL FOR TFC
EXC
1. DEP LKCS VIA TABEM DCT BODAL
2. ARR LKCS VIA BODAL DCT TABEM",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,17 MAY 2023,N/A Or Empty,N/A Or Empty
LKTRA19ZR,LKTRA19Z,LKTRA19Z,"NOT AVBL FOR TFC
EXC
1. DEP LKCS VIA TABEM DCT BODAL
2. ARR LKCS VIA BODAL DCT TABEM",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,17 MAY 2023,N/A Or Empty,N/A Or Empty
ECNPZ2R,ECNPZ2,ECNPZ2,NOT AVBL FOR TFC,ALL DCTs,S,TRAFFIC IS NOT ALLOWED TO FLIGHT PLAN ACROSS DEFINED NO PLANNING ZONE.,,EY,11 MAY 2023,N/A Or Empty,N/A Or Empty
ECNPZ3R,ECNPZ3,ECNPZ3,NOT AVBL FOR TFC,ALL DCTs,S,TRAFFIC IS NOT ALLOWED TO FLIGHT PLAN ACROSS DEFINED NO PLANNING ZONE.,,EY,11 MAY 2023,N/A Or Empty,N/A Or Empty
LKTRA74R,LKTRA74,LKTRA74,"NOT AVBL FOR TFC
EXC
ARR/DEP LKCS VIA BUDWA",,S,Traffic is not allowed to flight plan across active military area,,LK,17 MAY 2023,N/A Or Empty,N/A Or Empty
LKTRA78ZR,LKTRA78Z,LKTRA78Z,"NOT AVBL FOR TFC
EXC
ARR/DEP LKCS VIA TABEM",,S,Traffic is not allowed to flight plan across active military area FBZ,,LK,17 MAY 2023,N/A Or Empty,N/A Or Empty
LFR66DZR,LFR66DZ,LFR66DZ,NOT AVBL FOR TFC,,S,	Traffic is not allowed to flight plan across active military area and associated buffer zone.,,LF,23 MAY 2023,N/A Or Empty,N/A Or Empty
LFR222AZR,LFR222AZ,LFR222AZ,"NOT AVBL FOR TFC
EXC VIA (LFMMCTA ABV FL245) AND THEN VIA (EMMEF, ROBEX) AND THEN ARR (LIMF, LIMW, LIMZ)",,S,"Traffic is not allowed to flight plan across active military area and associated buffer zone.
OKTET UM733 GIPNO should be bypassed via OKTET UY31 GIPNO.",,LF,02 JUN 2023,N/A Or Empty,N/A Or Empty
LFR222BZR,LFR222BZ,LFR222BZ,"NOT AVBL FOR TFC
EXC VIA (LFMMCTA ABV FL245) AND THEN VIA (EMMEF, ROBEX) AND THEN ARR (LIMF, LIMW, LIMZ)",,S,"Traffic is not allowed to flight plan across active military area and associated buffer zone.
OKTET UM733 GIPNO should be bypassed via OKTET UY31 GIPNO.",,LF,02 JUN 2023,N/A Or Empty,N/A Or Empty
LSR2ZR,LSR2Z,LSR2Z,"NOT AVBL FOR TFC
EXC
1. DEP/ARR LSZC
2. DEP/ARR LSME
3. DEP/ARR LSMA",,S,Traffic is not allowed to flight plan across active area,,LS,16 JUN 2023,N/A Or Empty,N/A Or Empty
EGD901ZR,EGD901Z,EGD901Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (EGD901Z - FAST JET AREA) and associated buffer zone.  This FBZ will be closed for flight planning an additional 15 mins prior to and 15 mins following the times of activity of the parent danger area.,,EG,21 JUL 2023,N/A Or Empty,N/A Or Empty
EGD713R,EGD713,EGD713,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (EGD713 - FAST JET AREA),,EG,21 JUL 2023,N/A Or Empty,N/A Or Empty
EGD713ZR,EGD713Z,EGD713Z,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (EGD713 - FAST JET AREA) and associated buffer zone.  This FBZ will be closed for flight planning an additional 15 mins prior to and 15 mins following the times of activity of the parent danger area.,,EG,21 JUL 2023,N/A Or Empty,N/A Or Empty
EGD901R,EGD901,EGD901,NOT AVBL FOR TFC,,S,Traffic is not allowed to flight plan across active military area (EGD901 - FAST JET AREA),,EG,21 JUL 2023,N/A Or Empty,N/A Or Empty
EGNPZ11R,EGNPZ11,EGNPZ11,"NOT AVBL FOR TFC
Via (ADHAV, DIQSE, AVZAC, ICOSA, RUHUN, SAWPE)
 except 
1. ARR EGBB via ICOSA and then ZIPWE and then FIGZI
2. Via LULOX DCT SAWPE
3. Via ZIPWE and then INFEC DCT (PEWBI, UNFIT)
4. ARR EGBW via AVZAC DCT ICOSA DCT ZIPWE DCT TIGWE DCT OXCUD DCT EGBW",,S,"Listed traffic is not allowed to flight plan across defined no planning zone. 
NPZ restriction within EGTT FRA West area within the AoR of Swanwick ACC.
To ensure traffic flows reflect operational procedures and ensure correct FDP.",,EG,14 JUN 2023,N/A Or Empty,N/A Or Empty
EKD389ZR,EKD389Z,EKD389Z,NOT AVBL FOR TFC,All ATS route/s,S,"Traffic is not allowed to flight plan across active FBZ. Nearby points: ELVAV, EVGUN, UNVUG",,EK,09 AUG 2023,N/A Or Empty,N/A Or Empty
LZNPZ6R,LZNPZ6,LZNPZ6,"NOT AVBL FOR TFC
1. VIA LHCCWEST
2. VIA bidi LZHCCEAST and LZBBWEST
 
AIRAC MAY-OCTOBER
08:00..18:00 (07:00..17:00)",All DCTs crossing this area,S,"Zone within FRA preventing inappropriate flight planning close to FIR border.
1. This traffic may file via AMRAX
2. This traffic may file via VALPI",,LZ,16 JUN 2023,N/A Or Empty,N/A Or Empty
LGD61R,LGD61,LGD61,NOT AVBL FOR TFC,LORNO A/UA145 RESPA,S,"Traffic is not allowed to flight plan across active military area. 
 ",This FUA restriction will be applied an additional 15 mins prior to the times of activity of the parent danger area.,LG,23 JUN 2023,N/A Or Empty,N/A Or Empty
LGD61ZR,LGD61Z,LGD61Z,NOT AVBL FOR TFC,LORNO A/UA145 RESPA,S,"Traffic is not allowed to flight plan across active military area. 
",This FUA restriction will be applied an additional 15 mins prior to the times of activity of the parent danger area.,LG,23 JUN 2023,N/A Or Empty,N/A Or Empty
LGD72AR,LGD72A,LGD72A,NOT AVBL FOR TFC,"LASKO UM601 TRL
ENESI M/UM872 ETILI",S,"Traffic is not allowed to flight plan across active military area. 
 ",This FUA restriction will be applied an additional 15 mins prior to the times of activity of the parent danger area.,LG,23 JUN 2023,N/A Or Empty,N/A Or Empty
LGD72AZR,LGD72AZ,LGD72AZ,NOT AVBL FOR TFC,"""LASKO UM601 TRL
ENESI M/UM872 ETILI""
",S,"Traffic is not allowed to flight plan across active military area. 
",This FUA restriction will be applied an additional 15 mins prior to the times of activity of the parent danger area.,LG,23 JUN 2023,N/A Or Empty,N/A Or Empty
LGD72BR,LGD72B,LGD72B,NOT AVBL FOR TFC,"LORNO A/UA145 RESPA
ENESI M/UM872 ETILI
SIT UP23 LORNO",S,"Traffic is not allowed to flight plan across active military area. 
 ",This FUA restriction will be applied an additional 15 mins prior to the times of activity of the parent danger area.,LG,23 JUN 2023,N/A Or Empty,N/A Or Empty
LGD72BZR,LGD72BZ,LGD72BZ,NOT AVBL FOR TFC,"LORNO A/UA145 RESPA
ENESI M/UM872 ETILI
SIT UP23 LORNO",S,"Traffic is not allowed to flight plan across active military area. 
",This FUA restriction will be applied an additional 15 mins prior to the times of activity of the parent danger area.,LG,23 JUN 2023,N/A Or Empty,N/A Or Empty
LFR61HZR,LFR61HZ,LFR61HZ,"NOT AVBL FOR TFC
 except
 1. via GALOF DCT CNA, GALOF DCT PECNO
 2. via CNA DCT GALOF, PECNO DCT GALOF
 3. DEP LFBC/BD/BH/CD/CH/CJ/CP/CY/DC/DK/DN/DP/DU/IV/XB
 4. ARR LFBC/BD/BH/CD/CH/CJ/CP/CY/DC/DK/DN/DP/DU/IV/XB/EY/FK/JB/OO/OU/RI","All DCTs (as allowed by RAD Annex3B, LFFRANW FRA or LFFRASW FRA)",S," Traffic is not allowed to fill a flight plan across active defence area
1. 2. LOA LFBB- BORDEAUX CCER
3. 4. to facilitate AD connectivity
In CACD define as per Annex3B:
GALOF DCT CNA: FL145-UNL
Other DCTs: FL195-UNL",,LF,14 AUG 2023,N/A Or Empty,N/A Or Empty
ECNPZ1R,ECNPZ1 VARIK,ECNPZ1,NOT AVBL FOR TFC,All ATS routes and DCT unless exempted in traffic flow rules (TFR),S,"Traffic is not allowed to flight plan across defined no planning zone.
Zone within DFS FRA Cell EDUU East extending slightly into LK-Airspace preventing inappropriate flight trajectory crossing over and around the triple point of Karlsruhe UAC Sectors SAL1A and ERL1R and Praha ACC Sectors WM/WH/WT.",,ED,15 JUL 2023,N/A Or Empty,N/A Or Empty
EDD47CZR,EDD47CZ,EDD47CZ,NOT AVBL FOR TFC,All ATS routes and DCT unless exempted in traffic flow rules (TFR),S,Traffic is not allowed to flight plan across active military area,,ED,15 JUL 2023,N/A Or Empty,N/A Or Empty
EDD47AZR,EDD47AZ,EDD47AZ,NOT AVBL FOR TFC,All ATS routes and DCT unless exempted in traffic flow rules (TFR),S,Traffic is not allowed to flight plan across active military area,,ED,15 JUL 2023,N/A Or Empty,N/A Or Empty
EDD47BZR,EDD47BZ,EDD47BZ,NOT AVBL FOR TFC,All ATS routes and DCT unless exempted in traffic flow rules (TFR),S,Traffic is not allowed to flight plan across active military area,,ED,15 JUL 2023,N/A Or Empty,N/A Or Empty
EDR13AZR,EDR13AZ,EDR13AZ,NOT AVBL FOR TFC,All ATS routes and DCT unless exempted in traffic flow rules (TFR),S,Traffic is not allowed to flight plan across active area as published via AUP/UUP. This will also include the CDR-Routes listed in column affected ATS routes,,ED,15 JUL 2023,N/A Or Empty,N/A Or Empty
EDR13BZR,EDR13BZ,EDR13BZ,NOT AVBL FOR TFC,All ATS routes and DCT unless exempted in traffic flow rules (TFR),S,Traffic is not allowed to flight plan across active area as published via AUP/UUP. This will also include the CDR-Routes listed in column affected ATS routes,,ED,15 JUL 2023,N/A Or Empty,N/A Or Empty
EDR31ZR,EDR31Z,EDR31Z,NOT AVBL FOR TFC,All ATS routes and DCT unless exempted in traffic flow rules (TFR),S,Traffic is not allowed to flight plan across active area as published via AUP/UUP. This will also include the CDR-Routes listed in column affected ATS routes,,ED,15 JUL 2023,N/A Or Empty,N/A Or Empty
