Change Status,Point Type,FRA Point,FRA Point Latitude,FRA Point Longitude,FRA Name,FRA Status En-Route,FRA Status ARR/DEP,Arrival Airport(s),Departure Airport(s),FLOS,Level Availability,Time Availability,Airspace Location Indicators,Cross-Border FRA States,Remarks
,,PAXIS,N335706,E0272000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,FL305 / FL660,H24,LGGG,HECC,
,VORDME,PDV,N420312,E0245235,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LTFM,,-,FL175 / FL660,H24,LBSR,,
,,PEJKO,N473730,E0195136,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LHCC,,
,,PEKOD,N374304,E0152746,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,PEKOT,N502318,E0172636,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,EPWR,-,FL095 / FL660,H24,EPWW,,
,,PEKWA,N550257,E0233607,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EYVL,,
,,PELAS,N391800,E0235930,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,PELEG,N441340,E0114407,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PELEN,N382005,E0142714,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LICJ,LICJ,-,FL195 / FL660,H24,LIRR,,
,,PELES,N461303,E0270312,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LRBC,-,FL105 / FL660,H24,LRBB,,
,,PELOS,N410943,E0080941,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,A,"LIEA,LIEO",,-,FL195 / FL660,H24,LIRR,LFFF,
,,PELOV,N445715,E0205140,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LYBA,,
,,PELUR,N451712,E0252918,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,,
,,PELUT,N552704,E0233637,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,EYKA,EYKA,-,FL095 / FL660,H24,EYVL,,
,,PEMAR,N420147,E0125510,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIRA,-,FL195 / FL660,H24,LIRR,,
,,PEMEL,N493413,E0132041,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,-,FL095 / FL165,H24,LKAA,,
,,PEMEL,N493413,E0132041,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL165 / FL660,H24,LKAA,,
,,PEMOK,N442153,E0242054,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LROP,,-,FL105 / FL660,H24,LRBB,,
,,PENEP,N460759,E0141755,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,LAL / FL660,H24,LJLA,,
,,PENEV,N430154,E0234834,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LBSR,,
,,PENEX,N523347,E0191638,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,PENOR,N553819,E0170941,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,ESAA,Available only as FRA(I) point for ARR/DEP aerodromes in EKDK FIR and ESAA FIR
,,PENOR,N553819,E0170941,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EPWW,ESAA,
,NDBDME,PEP,N412016,E0212655,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,AD,"LWOH,LWSK","LWOH,LWSK",-,FL205 / FL660,H24,LWSS,,
,,PEPAG,N455902,E0090417,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PEPIK,N484658,E0170445,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,FL095 / FL245,H24,LKAA,LZBB,
,,PEPIK,N484658,E0170445,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LKAA,LZBB,
,,PEPIK,N484658,E0170445,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LZBB,LKAA,
,,PEPIX,N410936,E0121119,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,PEPOX,N531441,E0163722,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,PERAV,N413142,E0165606,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIBB,,
,,PEREN,N403548,E0235804,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,PERIM,N350101,E0283818,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,PERIT,N474718,E0213722,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LHDC,LHDC,-,FL095 / FL660,H24,LHCC,,
,,PEROL,N481435,E0142849,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,LOWL,-,LAL / FL660,H24,LOVV,,
,,PEROS,N383815,E0154913,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LICA,-,FL195 / FL660,H24,LIRR,,
,,PEROT,N452402,E0190046,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LDOS,-,FL205 / FL660,H24,LDZO,LYBA,
,VORDME,PES,N422609,E0141103,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIBB,,
,,PESAR,N373000,E0170947,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,PESAT,N474254,E0170311,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,5500 FT / FL660,H24,LOVV,LHCC,
,,PESAT,N474254,E0170311,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LHCC,LOVV,
,,PESEL,N533028,E0141933,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,FL095 / FL660,H24,EPWW,EDUU,
,,PESUT,N461415,E0134258,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,LAL / FL660,H24,LJLA,,
,,PETAK,N414631,E0191850,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LATI,,-,FL195 / FL660,H24,LAAA,LYBA,
,,PETAK,N414631,E0191850,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LATI,,-,FL205 / FL660,H24,LYBA,LAAA,
,,PETAS,N442053,E0113347,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PETEN,N482458,E0141026,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,LOWL,-,LAL / FL660,H24,LOVV,,
,,PETOS,N442836,E0252715,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,PETOV,N461835,E0155834,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,AD,"LDZA,LJMB",LJMB,-,5500 FT / FL205,H24,LDZO,LJLA,
,,PETOV,N461835,E0155834,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,"LDZA,LJMB",LJMB,-,FL205 / FL660,H24,LDZO,LJLA,
,,PEVAL,N451841,E0131451,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LDPL,ODD/EVEN,FL205 / FL660,H24,LDZO,,
,,PEVAL,N451841,E0131451,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,D,,LDPL,-,FL195 / FL205,H24,LDZO,,
,,PEVAL,N451841,E0131451,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LDPL,-,FL205 / FL660,H24,LDZO,,
,,PEVEX,N440412,E0282655,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,PEVIR,N401654,E0135939,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LIRN,,-,FL195 / FL660,H24,LIRR,,
,,PEVON,N433331,E0170224,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LDZO,LQSB,
,,PEVUM,N521834,E0183927,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,D,,EPPO,-,FL095 / FL660,H24,EPWW,,
,,PEXAL,N444300,E0260529,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,PEXAN,N364049,E0251047,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,PEXUG,N453912,E0093746,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PIBIP,N465630,E0153440,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,AD,LOGH,LOGH,-,LAL / FL660,H24,LOVV,,
,,PIBOM,N405415,E0251828,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,PIDAD,N433744,E0084244,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PIDEP,N434904,E0121303,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PIDON,N460720,E0180410,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LHPP ,LHPP ,-,FL095 / FL660,H24,LHCC,,
,,PIDOR,N423538,E0233922,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LBSR,,
,,PIDUL,N410254,E0102120,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,PIGER,N383255,E0152422,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,PIKEL,N411103,E0170930,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LIBR,,-,FL195 / FL660,H24,LIBB,,
,,PIKOS,N395742,E0213300,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,,PIKOT,N451113,E0094414,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PILAT,N444926,E0280552,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,AD,"LRCK,LRTC","LRCK,LRTC",-,FL105 / FL175,H24,LRBB,,
,,PILAT,N444926,E0280552,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,"LRCK,LRTC","LRCK,LRTC",-,FL175 / FL660,H24,LRBB,,
,,PIMOR,N373427,E0155138,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LICC,,-,FL195 / FL660,H24,LIRR,,
,,PIMOT,N453015,E0074312,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIMM,,
,,PINDO,N402851,E0205721,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,EVEN/ODD,FL195 / FL660,H24,LAAA,LGGG,
,,PINDO,N402851,E0205721,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL305 / FL660,H24,LGGG,LAAA,
,,PININ,N375547,E0112340,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,PINQI,N484121,E0135858,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,LAL / FL660,H24,LOVV,,
,,PINUK,N415156,E0183524,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,EVEN/ODD,FL195 / FL205,H24,LYBA,,
,,PINUK,N415156,E0183524,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL460,H24,LYBA,,
,,PINUK,N415156,E0183524,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,ODD/EVEN,FL205 / FL660,H24,LYBA,,
,,PIRIG,N464932,E0274344,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,,
,,PIRIX,N385405,E0093442,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LIEE,LIEE,-,FL195 / FL660,H24,LIRR,,
,,PIROX,N362900,E0280300,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL305 / FL660,H24,LGGG,,
,,PISAM,N485334,E0152314,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LOVV,,
,,PISAM,N485334,E0152314,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,LAL / FL095,H24,LOVV,,
,,PISIP,N413149,E0163811,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIBB,,
,,PITAS,N395400,E0195040,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,ODD,FL195 / FL660,H24,LAAA,LGGG,
,,PITOK,N481929,E0202218,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,ODD/EVEN,FL095 / FL245,H24,LHCC,LZBB,
,,PITOK,N481929,E0202218,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LHCC,LZBB,
,,PITOK,N481929,E0202218,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LZBB,LHCC,
,,PIVOP,N372923,E0131117,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,PIXAL,N451318,E0163316,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LQSB,LDZO,
,,PIXOR,N531719,E0152835,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,DME,PLG,N555724,E0210513,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EYVL,,
,VORDME,PLH,N351339,E0234051,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL305 / FL660,H24,LGGG,,
,VORTAC,PNZ,N405443,E0125727,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LIRF,LIRN,-,FL195 / FL660,H24,LIRR,,
,,POBIG,N505006,E0214309,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,Only for ARR EPLB
,,POBOK,N503459,E0201308,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,NDB,POD,N422319,E0191517,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,,,-,FL205 / FL660,H24,LYBA,,
,VORDME,POD,N422310,E0191517,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,,,-,FL205 / FL660,H24,LYBA,,
,,PODAN,N492446,E0212621,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,LZBB,
,,PODAN,N492446,E0212621,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LZBB,EPWW,
,,PODET,N461017,E0153736,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,D,,LDZA,-,7500 FT / FL205,H24,LDZO,LJLA,
,,PODET,N461017,E0153736,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LDZA,-,FL205 / FL660,H24,LDZO,LJLA,
,,PODIL,N550812,E0262827,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EYVL,UMMV,
,,PODOB,N433154,E0190840,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LYBA,LQSB,
,,PODOX,N421638,E0103437,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,"LIRA,LIRF",-,FL195 / FL660,H24,LIRR,,
,,POGAV,N464654,E0281000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LUKK,-,FL095 / FL660,H24,LUUU,LRBB,
,,POGAV,N464654,E0281000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LRBC,LRBC,-,FL105 / FL660,H24,LRBB,LUUU,
,,POHES,N454251,E0144651,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,A,LJCE,,-,LAL / FL660,H24,LJLA,,
,,POKAV,N405023,E0112359,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,POKEN,N544911,E0143351,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,ESAA,Available only as FRA(I) point for ARR/DEP aerodromes in EKDK FIR and ESAA FIR
,,POKEN,N544911,E0143351,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EPWW,ESAA,
,,POLIT,N400848,E0145000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIRN,-,FL195 / FL660,H24,LIRR,,
,,POLON,N514800,E0193922,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,POLUN,N441415,E0251324,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,D,,"LRBS,LROP",EVEN,FL105 / FL175,H24,LRBB,,
,,POLUN,N441415,E0251324,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,"LRBS,LROP",-,FL175 / FL660,H24,LRBB,,
,,POZUM,N514259,E0144054,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EPWW,EDUU,
,,POZZO,N405645,E0091559,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LIEA,LIEA,-,FL195 / FL660,H24,LIRR,,
,VORDME,PPD,N490353,E0202100,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LZZI,LZZI,-,FL245 / FL660,H24,LZBB,,
,VORDME,PTB,N470908,E0184432,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LHCC,,
,,PUCOG,N472456,E0183531,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LHCC,,
,VORDME,PUL,N445333,E0135505,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,"LDLO,LDRI","LDLO,LDRI",-,FL205 / FL660,H24,LDZO,,
,,PUNSA,N460443,E0080133,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,D,,"LIME,LIML",-,FL195 / FL660,H24,LIMM,LSAS,
,,PURHO,N423635,E0262416,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,-,AD,LBIA,LBIA,-,FL175 / FL660,H24,LBSR,,
,,PUSTA,N470908,E0184432,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LHCC,,
,,QUENN,N400954,E0103237,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LIEO,,-,FL195 / FL660,H24,LIRR,,
,,RADIZ,N473735,E0123219,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL315 / FL660,22:30 - 05:00 (21:30 - 04:00),LOVV,EDMM,
,,RADIZ,N473735,E0123219,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,-,FL315 / FL660,05:00 - 22:30 (04:00 - 21:30),LOVV,EDMM,
,,RADIZ,N473735,E0123219,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,LAL / FL315,H24,LOVV,EDMM,
,,RADLY,N463849,E0151233,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,"LJLJ,LOWG",LOWG,-,LAL / FL660,H24,LOVV,LJLA,
,,RADOF,N560259,E0221307,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EYVL,,
,,RAKFA,N471140,E0182740,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,LHCC,,
,,RALAK,N343125,E0113000,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,AD,LMML,LMML,ODD/EVEN,FL195 / FL660,H24,LMMM,DTTC,
,,RAMAP,N432506,E0205328,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,,,-,FL205 / FL660,H24,LYBA,,
,,RAMEN,N394814,E0085621,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LIEE,LIEE,-,FL195 / FL660,H24,LIRR,,
,,RAMIX,N461722,E0272019,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL105 / FL660,H24,LRBB,,
,,RANOK,N545446,E0185730,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,-,FL095 / FL660,H24,EPWW,UMKK,
,,RAPET,N501126,E0122019,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,X,-,,,-,FL095 / FL660,H24,LKAA,EDUU,
,,RAPIS,N382412,E0163542,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,RASAN,N510050,E0150541,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,E,-,,,-,FL095 / FL195,H24,LKAA,EPWW,
,,RASAN,N510050,E0150541,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LKAA,EPWW,
,,RASAN,N510050,E0150541,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,EPWW,LKAA,
,,RASIN,N460525,E0164031,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LDZA,-,FL205 / FL660,H24,LDZO,,
,,RASNO,N342000,E0212758,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,EX,-,,,ODD/EVEN,FL195 / FL660,H24,LMMM,HLLL,
,,RASTA,N472944,E0132253,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,LOWS,,-,LAL / FL660,H24,LOVV,,
,,RASTU,N445632,E0154436,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL205 / FL660,H24,LQSB,LDZO,
,,RASUB,N435844,E0252506,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL175 / FL660,H24,LRBB,,
,,RASUG,N454059,E0125516,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LIPA,-,FL195 / FL660,H24,LIMM,,
,,RATOK,N364352,E0131209,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
,,RATOR,N535749,E0175250,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,A,EPGD,,-,FL095 / FL660,H24,EPWW,,
,,RAVAG,N534503,E0164456,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL095 / FL660,H24,EPWW,,
,,RAVAK,N434115,E0213737,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,AD,LYKV,LYNI,-,FL205 / FL660,H24,LYBA,,
,,RAVAL,N414817,E0114338,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL195 / FL660,H24,LIRR,,
 ,,RAVNA,N443149,E0145130,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LDZD,-,FL205 / FL660,H24,LDZO,,
,,RAXAD,N421830,E0221434,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LWSK,-,FL205 / FL660,H24,LWSS,LYBA,
,,RAXAD,N421830,E0221434,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,D,,LWSK,-,FL205 / FL660,H24,LYBA,LWSS,
,,RAZEC,N490705,E0210525,BALTIC & FRAIT & SECSI & SEE & MALTA & HELLAS & NICFRA,I,-,,,-,FL245 / FL660,H24,LZBB,,
