Change Status,Point Type,FRA Point,FRA Point Latitude,FRA Point Longitude,FRA Name,FRA Status En-Route,FRA Status ARR/DEP,Arrival Airport(s),Departure Airport(s),FLOS,Level Availability,Time Availability,Airspace Location Indicators,Cross-Border FRA States,Remarks
AMD,,VEXOL,N382056,E0261158,FRATURK,EX,-,,,ODD/EVEN,FL305 / FL660,20:00 - 02:00,LTBB,LGGG,
,,VICEN,N403957,E0301803,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,,VIRAN,N400707,E0414210,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,VOSWO,N393509,E0431341,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,VUTZO,N401157,E0273043,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,VORDME,YAA,N402830,E0291227,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,,YAHAV,N415024,E0310454,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,YAMAN,N401423,E0312526,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,YAPZU,N364331,E0342707,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,YASEN,N411156,E0293058,FRATURK,I,D,,LTAI,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,,YAVRU,N403456,E0314958,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,YAVUZ,N400240,E0422600,FRATURK,I,D,,LTCG,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,YAYLA,N395156,E0275943,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,VORDME,YKV,N373257,E0441433,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,YOYYO,N371706,E0273424,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,,YUCEL,N393444,E0333507,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,YUNUS,N364235,E0275300,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,,ZACUF,N394701,E0361437,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,ZAFLE,N384602,E0265757,FRATURK,I,A,"LTFE,LTBS",,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,,ZAPWI,N403203,E0303129,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTBB,,
,,ZELSU,N381556,E0434659,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,ZERGE,N414918,E0400736,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,ZUBRE,N411215,E0402429,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,ZUITA,N382147,E0393802,FRATURK,I,-,,,-,FL305 / FL660,20:00 - 02:00,LTAA,,
,,ABOSI,N394645,W0011705,HISPAFRA,I,A,LEVC,,-,FL245 / FL660,H24,LECM,,
,,ABRIX,N433847,W0015745,HISPAFRA,X,-,,,EVEN,FL245 / FL660,H24,LECM,LFFF,
,,ABUPI,N414504,W0071410,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LPPC,,
,,ADINO,N400104,W0062225,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LECM,,
,,ADORO,N412859,W0061648,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,LPPC,
,,ADROX,N442048,W0084852,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,ADUBI,N355000,W0061926,HISPAFRA,E,-,,,EVEN,FL245 / FL660,H24,LECM,GMMM,
,,ADUXO,N403044,W0020351,HISPAFRA,I,A,"LEMD,LETO",,-,FL245 / FL660,H24,LECM,,
,,ADVAT,N450000,W0092811,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LECM,EGGX,
,NDB,ADX,N393258,E0022345,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,AGADO,N415222,W0085536,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,LPPC,
,,AGENA,N413241,E0032919,HISPAFRA,I,AD,LEGE,"LEGE,LEBL",-,FL245 / FL660,H24,LECB,,
,,AGIDO,N371145,W0023737,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,AKAMU,N393929,E0022817,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,AKOKI,N401328,W0031307,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,ALBER,N422705,E0024956,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECB,LFFF,
,,ALCOL,N375121,W0043108,HISPAFRA,I,AD,LERT,"LERT,LEMO",-,FL245 / FL660,H24,LECM,,
,,ALEPO,N422037,W0015748,HISPAFRA,I,D,,LEZG,-,FL245 / FL660,H24,LECM,,
,,ALOSU,N415559,E0002955,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,VORDME,ALT,N381606,W0003412,HISPAFRA,I,AD,"LELC,LEMI,LEVC",LEVC,-,FL245 / FL660,H24,LECB,,
,,ALZUP,N370923,W0014623,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,LECM,
,,AMAKA,N433144,W0051916,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,AMOTA,N373620,W0051506,HISPAFRA,I,AD,LEBA,LEBA,-,FL245 / FL660,H24,LECM,,
,,AMPIR,N355615,W0055723,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,AMPOL,N404813,E0003821,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,VORDME,AMR,N364959,W0021534,HISPAFRA,I,AD,"LEMI,LELC","LEMI,LELC",-,FL245 / FL660,H24,LECM,,
,,AMTOS,N430000,W0031316,HISPAFRA,I,D,,LEBB,-,FL245 / FL660,H24,LECM,,
,,ANANA,N390000,W0022446,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,LECM,
,,ANARU,N274314,W0150515,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,ANETO,N424135,E0003330,HISPAFRA,EX,-,,,ODD/EVEN,FL245 / FL660,H24,LECB,LFFF,
,,ANTON,N411536,E0014154,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,ANZAN,N390000,W0031317,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,LECM,
,,APASO,N250000,W0193017,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,ARBEK,N413238,E0010747,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,ARDID,N411024,W0061656,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LECM,,
,,ARENA,N254341,W0142131,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,ARGOR,N393219,E0001755,HISPAFRA,I,D,,LEAL,-,FL245 / FL660,H24,LECB,,
,,ARLUN,N420118,W0033649,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,ARPEX,N373447,W0030127,HISPAFRA,I,D,,LEGR,-,FL245 / FL660,H24,LECM,,
,,ARVID,N430434,W0012753,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECM,LFFF,
,,ASDEB,N423057,W0082931,HISPAFRA,-,D,,LPPR,-,FL245 / FL660,H24,LECM,,
,,ASDIR,N401855,E0002108,HISPAFRA,I,D,,LEVC,-,FL245 / FL660,H24,LECB,,
,,ASKEL,N372445,W0014229,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,LECM,
,,ASMOT,N391633,E0024256,HISPAFRA,I,A,LEMH,,-,FL245 / FL660,H24,LECB,,
,,ASPAS,N390000,W0030245,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,LECM,
,,ASPOR,N414855,W0080452,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LECM,,
,,ASTRO,N390128,W0011547,HISPAFRA,I,AD,"LEAL,LEVC","LEAL,LEVC",-,FL245 / FL660,H24,LECM,LECB,
,,ATLEN,N443019,W0045651,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECM,LFFF,
,,AVILA,N403729,W0043300,HISPAFRA,I,AD,"LESA,LEGT","LESA,LEGT",-,FL245 / FL660,H24,LECM,,
,,BADRU,N434411,W0024748,HISPAFRA,I,A,LERJ,,-,FL245 / FL660,H24,LECM,,
,,BAGAS,N430554,W0020541,HISPAFRA,I,AD,LEPP,LEPP,-,FL245 / FL660,H24,LECM,,
,,BAKUP,N442445,W0042610,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECM,LFFF,
,,BALDA,N443635,W0053311,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECM,LFFF,
,,BALNO,N414350,W0065854,HISPAFRA,E,-,,,EVEN,FL245 / FL660,H24,LPPC,,
,,BAMBA,N355000,W0062703,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,GMMM,
,VORDME,BAN,N411925,W0023748,HISPAFRA,I,A,LETO,,-,FL245 / FL660,H24,LECM,,
,,BANEV,N413009,W0023052,HISPAFRA,I,AD,LEMD,LERJ,-,FL245 / FL660,H24,LECM,,
,,BANSO,N371403,W0013917,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,BARBO,N422656,E0005410,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,BARDI,N403501,W0061809,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,,
,,BARKO,N421202,W0065641,HISPAFRA,-,A,LEVX,,-,FL245 / FL660,H24,LECM,,
,,BARPA,N355000,W0054000,HISPAFRA,E,-,,,EVEN,FL245 / FL660,H24,LECM,GMMM,
,,BASIM,N413016,W0031600,HISPAFRA,I,D,,"LEMD,LETO",-,FL245 / FL660,H24,LECM,,
,,BATAX,N414202,W0063719,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LPPC,,
,,BAVER,N385247,E0004030,HISPAFRA,I,AD,LEAL,LEPA,-,FL245 / FL660,H24,LECB,,
,,BAZAS,N374404,W0031107,HISPAFRA,I,AD,LEGR,LEGR,-,FL245 / FL660,H24,LECM,,
,VORDME,BCN,N411826,E0020628,HISPAFRA,I,D,,LERS,-,FL245 / FL660,H24,LECB,,
,,BEDAL,N420617,W0074514,HISPAFRA,-,D,,LEVX,-,FL245 / FL660,H24,LECM,,
,,BEGAS,N450000,W0090000,HISPAFRA,E,-,,,EVEN,FL245 / FL660,H24,LECM,EGGX,
,,BEGOX,N390409,W0004619,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,BELEN,N435451,W0024419,HISPAFRA,X,-,,,EVEN,FL245 / FL660,H24,LECM,LFFF,
,,BENED,N401238,W0020930,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,BERUM,N355000,W0031409,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,GMMM,
,,BERUX,N450000,W0110000,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,EGGX,
,,BEXID,N393428,W0032905,HISPAFRA,I,A,LEGT,,-,FL245 / FL660,H24,LECM,,
,VORDME,BGR,N415652,E0031232,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,BIMBO,N312517,W0160158,HISPAFRA,X,-,,,EVEN,FL305 / FL660,H24,GCCC,LPPC,
,,BINVA,N390000,W0035430,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,LECM,
,,BIPET,N250000,W0162132,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,BISBA,N420511,E0033733,HISPAFRA,I,A,LEBL,,-,FL245 / FL660,H24,LECB,,
,,BISES,N411907,E0014121,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,BISKA,N434100,W0024850,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,VORDME,BLN,N380909,W0033729,HISPAFRA,I,AD,"LEZL,LEMO,LEGR,LEMG","LEGR,LEMG",-,FL245 / FL660,H24,LECM,,
,VORDME,BLV,N431815,W0025531,HISPAFRA,I,AD,"LERJ,LESO,LEXJ,LEVT","LERJ,LESO,LEXJ,LEVT",-,FL245 / FL660,H24,LECM,,
,,BODEQ,N413620,E0035137,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,BRICK,N293529,W0162222,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,BRIKE,N363017,W0052459,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,BRITO,N410445,W0020441,HISPAFRA,I,A,LEZG,,-,FL245 / FL660,H24,LECM,,
,,BRUNO,N383630,E0002900,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,BUDIT,N375821,W0023016,HISPAFRA,I,D,,LEZL,-,FL245 / FL660,H24,LECM,,
,,BUGIX,N422129,W0033807,HISPAFRA,I,A,LEXJ,,-,FL245 / FL660,H24,LECM,,
,,BUYAH,N380647,E0030905,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LECB,DAAA,
,,CABEL,N250000,W0145628,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,CABOJ,N260820,W0143838,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,CALCE,N432146,W0031900,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,CARBO,N361508,W0012942,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECB,DAAA,
,,CASIM,N401351,E0000835,HISPAFRA,I,D,,LEVC,-,FL245 / FL660,H24,LECB,,
,,CASPE,N411606,E0001158,HISPAFRA,I,AD,LEBL,LEDA,-,FL245 / FL660,H24,LECB,,
,,CATON,N394819,W0011242,HISPAFRA,I,D,,LEAL,-,FL245 / FL660,H24,LECM,,
,,CAVES,N412900,E0013949,HISPAFRA,I,A,LEDA,,-,FL245 / FL660,H24,LECB,,
,VORDME,CCS,N393128,W0062605,HISPAFRA,EX,A,LEBZ,,EVEN/ODD,FL245 / FL660,H24,LECM,,
,VORDME,CDP,N394152,E0032604,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,CEGAM,N425901,W0021411,HISPAFRA,I,AD,LEPP,LEPP,-,FL245 / FL660,H24,LECM,,
,,CENTA,N395402,W0012555,HISPAFRA,I,D,,LEVC,-,FL245 / FL660,H24,LECM,,
,,CHELY,N410430,E0043018,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,VORDME,CJN,N402219,W0023241,HISPAFRA,I,A,LEGT,,-,FL245 / FL660,H24,LECM,,
,,CLANA,N363032,W0064337,HISPAFRA,I,D,,"LEZL,LEMO",-,FL245 / FL660,H24,LECM,,
,VORDME,CLS,N394226,W0005911,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,VORDME,CMA,N405202,W0011753,HISPAFRA,I,D,,LEZG,-,FL245 / FL660,H24,LECM,,
,,COMPI,N392103,W0000028,HISPAFRA,I,D,,LEAL,-,FL245 / FL660,H24,LECB,,
,,CORDA,N402456,E0021521,HISPAFRA,-,A,LEIB,,-,FL245 / FL660,H24,LECB,,
,,COSTI,N272137,W0134209,HISPAFRA,I,AD,"GCFV,GCLP,GCRR","GCFV,GCLP,GCRR",-,FL305 / FL660,H24,GCCC,,
,,CRETA,N405220,E0000342,HISPAFRA,I,AD,LECH,LERS,-,FL245 / FL660,H24,LECB,,
,,CRISA,N385619,W0043323,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,DALIN,N414402,E0032128,HISPAFRA,I,D,,LEBL,-,FL245 / FL660,H24,LECB,,
,,DELOG,N441944,W0035915,HISPAFRA,EX,-,,,ODD/EVEN,FL245 / FL660,H24,LECM,LFFF,
,,DEMOS,N415533,W0092143,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,LPPC,
,,DEREV,N264323,W0151240,HISPAFRA,I,AD,GCLP,GCLP,-,FL305 / FL660,H24,GCCC,,
,,DESAT,N414949,W0061300,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,DESUM,N302324,W0131907,HISPAFRA,X,-,,,EVEN,FL305 / FL660,H24,GCCC,GMMM,
,VORDME,DGO,N422712,W0025251,HISPAFRA,I,AD,"LEPP,LEBB,LEZG,LESO","LEPP,LERJ,LEBG",-,FL245 / FL660,H24,LECM,,
,,DIBER,N420447,E0042454,HISPAFRA,X,-,,,EVEN,FL245 / FL660,H24,LECB,LFFF,
,,DIKUT,N400025,E0001410,HISPAFRA,I,AD,LEVC,LEVC,-,FL245 / FL660,H24,LECB,,
,,DIMER,N371822,W0011007,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,DIMIB,N401949,E0031305,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,DINCO,N371523,W0011716,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,DIPES,N410347,E0033224,HISPAFRA,I,AD,LEMH,LEBL,-,FL245 / FL660,H24,LECB,,
,,DIPOL,N402459,W0044035,HISPAFRA,I,D,,LEGT,-,FL245 / FL660,H24,LECM,,
,,DIRMU,N414708,E0000935,HISPAFRA,I,D,,LERS,-,FL245 / FL660,H24,LECB,,
,,DISKO,N410055,W0041324,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,DISVU,N404425,W0011548,HISPAFRA,I,A,LEZG,,-,FL245 / FL660,H24,LECM,,
,,DIXIS,N450000,W0100000,HISPAFRA,EX,-,,,ODD/EVEN,FL245 / FL660,H24,LECM,EGGX,
,VORDME,DKH,N234441,W0155511,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,DOPEN,N394519,W0042301,HISPAFRA,I,D,,"LETO,LEGT",-,FL245 / FL660,H24,LECM,,
,,DORMI,N405216,E0002306,HISPAFRA,I,A,LEDA,,-,FL245 / FL660,H24,LECB,,
,,DOSEK,N371443,W0015906,HISPAFRA,I,AD,LEAM,LEAM,-,FL245 / FL660,H24,LECM,,
,,DOSUL,N434050,W0031900,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,DRAGO,N400028,E0014556,HISPAFRA,I,D,,LEPA,-,FL245 / FL660,H24,LECB,,
,,DUNES,N405150,E0030927,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,EBROX,N404231,E0011354,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,EDIGO,N413016,W0032442,HISPAFRA,I,AD,"LEVT,LERJ","LEMD,LETO",-,FL245 / FL660,H24,LECM,,
,,EDIMU,N404642,W0014942,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,EDULI,N392422,E0022503,HISPAFRA,I,AD,LEMH,LEMH,-,FL245 / FL660,H24,LECB,,
,,EDUMO,N225500,W0233600,HISPAFRA,X,-,,,ALL,FL305 / FL660,H24,GCCC,GVSC,
,,EKRIS,N390000,W0054653,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,LECM,
,,ELKEM,N380856,E0014617,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,ELSAP,N420102,W0005050,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,ELTAN,N393658,E0041005,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,ELTEP,N423660,W0074701,HISPAFRA,-,A,LPPR,,-,FL245 / FL660,H24,LECM,,
,,EPAMA,N393611,E0012249,HISPAFRA,I,D,,"LEPA,LEMH,LEIB",-,FL245 / FL660,H24,LECB,,
,,ERAKI,N425942,W0010301,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECM,LFFF,
,,ERONI,N243818,W0222848,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,ESAMI,N355000,W0024111,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECM,GMMM,
,,ESILA,N370305,W0024627,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,ESPOR,N401659,E0020544,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,ETANA,N393417,W0033455,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,ETIBA,N212018,W0184044,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,ETURA,N381229,W0021119,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,EXEMU,N411620,W0012301,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,FENXE,N394320,W0013256,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,FEVIK,N414047,E0031146,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,FITSE,N414218,W0053228,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,FORNO,N422805,W0072853,HISPAFRA,-,AD,LEST,"LEST,LECO",-,FL245 / FL660,H24,LECM,,
,,GALAT,N400916,E0015627,HISPAFRA,I,D,,LEPA,-,FL245 / FL660,H24,LECB,,
,,GALTO,N355000,W0050837,HISPAFRA,X,-,,,ODD,FL245 / FL660,H24,LECM,GMMM,
,,GARBI,N404811,E0021712,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,GASMO,N414346,W0030256,HISPAFRA,I,A,"LEVT,LERJ",,-,FL245 / FL660,H24,LECM,,
,,GATAS,N364136,W0015319,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,VORDME,GDV,N280438,W0152544,HISPAFRA,I,AD,"GCRR,GCFV,GCXO,GCTS","GCRR,GCFV,GCXO,GCTS",-,FL305 / FL660,H24,GCCC,,
,,GEANT,N422600,E0021259,HISPAFRA,EX,-,,,ODD/EVEN,FL245 / FL660,H24,LECB,LFFF,
,,GEMAS,N415042,E0004349,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,GENIO,N381737,E0030852,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,GERVU,N384912,E0002900,HISPAFRA,I,D,,LEIB,-,FL245 / FL660,H24,LECB,,
,VORDME,GIR,N415553,E0024619,HISPAFRA,I,A,LERS,,-,FL245 / FL660,H24,LECB,,
,,GIROM,N424630,E0005950,HISPAFRA,X,-,,,EVEN,FL245 / FL660,H24,LECB,LFFF,
,,GOBEG,N290000,W0250000,HISPAFRA,EX,-,,,ALL/ALL,FL305 / FL660,H24,GCCC,LPPO,
,,GODIV,N414317,W0061925,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,GODOX,N392221,E0012439,HISPAFRA,I,A,LEPA,,-,FL245 / FL660,H24,LECB,,
,,GOLFO,N362204,W0020317,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,GOMER,N280000,W0172000,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,GONZA,N361217,W0025237,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,GOSOS,N360513,W0044332,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,GOSVI,N423700,W0012210,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,GOTOR,N400639,W0034328,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,GOXIP,N390000,W0042752,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,LECM,
,,GRAUS,N415845,E0002235,HISPAFRA,I,AD,"LEBL,LEZG","LEBL,LEZG,LEDA",-,FL245 / FL660,H24,LECB,,
,,GUNET,N193542,W0194406,HISPAFRA,EX,-,,,ODD/EVEN,FL305 / FL660,H24,GOOO,,
,,GUPEL,N212000,W0150000,HISPAFRA,EX,-,,,ODD/EVEN,FL305 / FL660,H24,GCCC,GOOO,
,,GURKA,N302602,W0155101,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,HAMRA,N365216,W0000125,HISPAFRA,EX,-,,,EVEN/ODD,FL245 / FL660,H24,LECB,DAAA,
,,HIDRA,N443000,W0130000,HISPAFRA,EX,-,,,ALL/ALL,FL245 / FL660,H24,LECM,LPPO,
,NDB,HIE,N274858,W0175311,HISPAFRA,I,AD,"GCXO,GCTS,GCLP,GCLA","GCXO,GCTS,GCLP,GCLA",-,FL305 / FL660,H24,GCCC,,
,VORDME,HIJ,N383029,W0050559,HISPAFRA,I,AD,"LERJ,LEZL,LEBZ,LEMO","LERJ,LEZL,LEBZ,LEMO,LERT",-,FL245 / FL660,H24,LECM,,
,VORDME,IBA,N385206,E0012157,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,IBEBA,N385747,E0005636,HISPAFRA,I,D,,LEVC,-,FL245 / FL660,H24,LECB,,
,,IBRAP,N422142,E0020331,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECB,LFFF,
,,IDEVU,N393437,W0032401,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,INKAL,N363644,W0035200,HISPAFRA,I,AD,LEMG,LEMG,-,FL245 / FL660,H24,LECM,,
,,INPAN,N393358,W0034446,HISPAFRA,I,A,LEGT,,-,FL245 / FL660,H24,LECM,,
,,INSAD,N280000,W0250000,HISPAFRA,EX,-,,,ALL/ALL,FL305 / FL660,H24,GCCC,LPPO,
,,INSID,N421632,W0070539,HISPAFRA,-,A,LPPR,,-,FL245 / FL660,H24,LECM,,
,,INSUB,N383314,E0014511,HISPAFRA,I,A,LEIB,,-,FL245 / FL660,H24,LECB,,
,,INTAX,N393524,W0025602,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,IPERA,N202154,W0204200,HISPAFRA,EX,-,,,ODD/EVEN,FL305 / FL660,H24,GVSC,,
,,ISOKA,N220453,W0193524,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,ISTER,N400353,E0044000,HISPAFRA,EX,-,,,ODD/EVEN,FL245 / FL660,H24,LECB,LFFF,
,,IXIKU,N270000,W0250000,HISPAFRA,EX,-,,,ALL/ALL,FL305 / FL660,H24,GCCC,LPPO,
,,IXUPA,N393332,E0003715,HISPAFRA,I,A,LEVC,,-,FL245 / FL660,H24,LECB,,
,NDB,IZA,N385456,E0012814,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,JOCRE,N433202,W0042000,HISPAFRA,-,D,,LEAS,-,FL245 / FL660,H24,LECM,,
,,KABRE,N390837,E0025724,HISPAFRA,-,D,,LEIB,-,FL245 / FL660,H24,LECB,,
,,KAMPO,N394400,W0040319,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,,
,,KANIG,N422849,E0025859,HISPAFRA,E,-,,,ODD,FL245 / FL660,H24,LECB,LFFF,
,,KARES,N411952,E0010908,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,KASAS,N295911,W0154607,HISPAFRA,I,D,,GCTS,-,FL305 / FL660,H24,GCCC,,
,,KEMUL,N250130,W0135233,HISPAFRA,I,-,,,-,FL305 / FL660,H24,GCCC,,
,,KENAS,N403000,E0030827,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECB,,
,,KETID,N300000,W0200000,HISPAFRA,EX,-,,,ALL/ALL,FL305 / FL660,H24,GCCC,LPPO,
,,KILVA,N390000,W0025454,HISPAFRA,I,-,,,-,FL245 / FL660,H24,LECM,LECM,
,,KONBA,N311803,W0151806,HISPAFRA,EX,-,,,ODD/EVEN,FL305 / FL660,H24,GCCC,GMMM,
